Grapheme	IPA	Frequency	Examples	Languages
^w	w	52	wowa//wowa	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^p	p	52	paŋ//paŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
p	+ p	51	lekhpa//muktshep	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^u	u	45	uruwa//ulukma	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
g	+ g	44	taŋge//nubheg	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ph	pʰ	44	phyak//phiyak	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ts	ts	37	tsoptsiŋge//tsoktsiŋge	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^tsh	tsʰ	36	tshokmasik//tshokmasik	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
d	+ d	35	phendik//phendik	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ts	+ ts	35	tsoptsiŋge//tsoktsiŋge	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^b	b	35	bərkha//bərkha	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^t	t	32	taŋge//tek	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^k	k	31	keŋ//keŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
tsh$	tsʰ	31	lətsheuət̃//wotshoma	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
tsh	+ tsʰ	22	muktshep//utshəwat	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ṭ	+ ʈ	21	silauṭo//silauṭo	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
bh	+ bʱ	20	nabhak//nabhak	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ya	j a	20	yasi//yasi	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
ɖ	+ ɖ	20	hathauɖa//laɖiba	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
dz	+ dz	18	pharkandza//pharkandza	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ya$	j a	17	khyak//phyak	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
kh	+ kʰ	17	lekhpha//lekhpha	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
h	+ h	16	tohəriŋ//lohoro	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^th	tʰ	15	thek//thek	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
ph	+ pʰ	15	lekhpha//lekhpha	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^d	d	15	dudh//dudh	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^i	i	15	igira//ippo	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^dz	dz	14	dziu//dziu	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^r	r	13	ripma//rikma	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ye	j e	13	yemetsha//yembitsha	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^dh	dʱ	12	dhuri//dhuri	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^yu	j u	10	yum//yusa	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ai$	ai	10	wain//pai	Khalde/Tekunala/Hatiya /Dhan kuta Bazaar/Guthitar
^e	e	10	egarə//egarə	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
bb	b + b	10	sobbe//sobbe	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
dh	dʱ	9	dudh//dudh	Khalde/Tekunala/Guthitar/Santang
mm	m + m	9	muktemma//sammyaŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^g	g	9	gaũ//gaũ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ya	j a	9	sammyaŋ//sammyaŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
nn	n + n	9	lenna//mədhyannə	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ms	m + s	8	tamsariŋ//tamseren	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
au	au	8	silauṭo//silauṭo	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^o	o	8	osi//osi	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
əu$	əu	7	həuwa//dzəu	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ŋs	ŋ + s	7	taŋsaŋ//taŋsaŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ṭ	ʈ	7	ṭoŋgheŋ//ṭoŋgheŋ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
pp$	p + p	7	ippo//ippo	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
iu$	iu	6	dziu//dziu	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ai	ai	6	tuŋmai//woiktai	Hatiya /Dhan kuta Bazaar/Tekunala/Santang
aũ$	aũ	6	thaũ//gaũ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
th$	tʰ	6	əũthi//ath	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^c	tʃ	6	cuwa//cuwa	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^mh	m̥	6	mhi//mhikhuma	Hatiya /Dhan kuta Bazaar/Guthitar/Tekunala/Santang
j	+ dʒ	6	ujara//ujura	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^bh	bʱ	6	bhanta//bhanta	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
au$	au	6	kauli//kauli	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
əũ$	əũ	6	pəũba//nəũ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
iya	i j a	5	phiyak//kiya	Tekunala/Guthitar/Santang
th	+ tʰ	5	hathauɖa//aŋguthi	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ũ	ũ	5	gəhũ//gəhũ	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ẽ	ẽ	5	rambhẽɖa//rambhẽɖa	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ŋ	ŋ	5	ŋasa//ŋasa	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
pp	p + p	5	taŋtseppa//woppu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
gh	+ gʱ	5	ṭoŋgheŋ//ṭoŋgheŋ	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
rs	r + s	5	bərsə//bərsə	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
^ṭh	ʈʰ	5	ṭhena//ṭhena	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
ks$	k + s	5	eksəy//eksəy	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
əy	əi̯	5	eksəy//eksəy	Tekunala/Santang/Khalde/Hatiya /Dhan kuta Bazaar/Guthitar
ph$	pʱ	4	uphauwa//uphauwa	Khalde/Guthitar
^ãi	ãi	4	ãibo//ãibo	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
ks	k + s	4	maksaburu//maksaburu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
sh	ʃ	4	ameshema//mheshyema	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
nn$	n + n	4	unna//unna	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
yu	j u	4	naṭyuna//naṭyuna	Khalde/Hatiya /Dhan kuta Bazaar/Guthitar/Santang
^yo	j o	4	yoba//yona	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Santang
mm$	m + m	4	immana//imma	Khalde/Hatiya /Dhan kuta Bazaar/Guthitar/Tekunala
^ə	ə	3	əŋguthi//əŋguthi	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala
ã	ã	3	dhuwã//khãni	Guthitar
oi$	oi	3	woitsha//woitsha	Tekunala/Santang
ye	j e	3	mheshyema//mheshyema	Hatiya /Dhan kuta Bazaar/Tekunala/Santang
ms$	m + s	3	imseyaŋ//imsyak	Hatiya /Dhan kuta Bazaar/Santang
^gh	gʱ	2	ghurunba//ghurunba	Khalde/Tekunala
ŋh	ŋ + h	2	maŋhuk//ṭoŋheŋ	Guthitar
ɖh	ɖʱ	2	waɖhin//ṭaɖha	Hatiya /Dhan kuta Bazaar/Guthitar
^dzh	dzʱ	2	dzhaŋdza//dzhaŋdza	Hatiya /Dhan kuta Bazaar
^ai	ai	2	aitsha//aitsha	Khalde
əya	ə + j a	2	nəya//nəya	Hatiya /Dhan kuta Bazaar/Santang
ei$	ei	2	keina//weipma	Khalde/Tekunala
uyu	u + j u	2	kuyu//puyu	Tekunala/Guthitar
^yei	j ei	2	yeikha//yeika	Guthitar
iye	i + j e	2	wepasiye//lamtiye	Santang
ui$	ui	1	kuino	Guthitar
^əũ	əũ	1	əũthi	Guthitar
euə	e + w ə	1	lətsheuət̃	Guthitar
t̃	t	1	lətsheuət̃	Guthitar
ae$	ae	1	waet	Tekunala
dzh	+ dzʱ	1	namdzhilikpa	Guthitar
yu$	j u	1	tyuba	Santang
yũ$	j ũ	1	tyũba	Tekunala
yĩ$	j ĩ	1	tyĩba	Hatiya /Dhan kuta Bazaar
yo	j o	1	andzyo	Tekunala
tsyh	tsʰ j
bh$	bʱ	1	ubheni	Guthitar
ãyũ	ã + j ũ	1	khãyũ	Guthitar
ẽyu$	ẽ + j u	1	yephẽyuk	Guthitar
iyu	i + j u	1	tsiyu	Guthitar
kh$	kʰ	1	yeikha	Guthitar
^you	j ou	1	youna	Hatiya /Dhan kuta Bazaar
oĩ$	oĩ	1	khoĩ	Hatiya /Dhan kuta Bazaar
oe$	oe	1	woema	Tekunala
eya$	e + j a	1	imseyaŋ	Santang
eya	e + j a	1	peya	Santang
kk	k + k	1	tsekka	Tekunala
^yuya	j u + j a	1	yuyak	Santang
iya$	i + j a	1	aniya	Tekunala
^dz	dz	14	dz iu//dz iu	
^th	tʰ	15	th e k//th e k	
^t	t	31	t a ŋ g e//t e k	
ŋg	ŋ + g	25	t a ŋ g e//a ŋ g u l i	
^kh	kʰ	54	kh ya k//kh ya k	
^ph	pʰ	44	ph ya k//ph iya k	
^n	n	64	n a bh a k//n a bh a k	
^m	m	74	m i k//m i k	
^k	k	31	k e ŋ//k e ŋ	
^l	l	70	l e kh ph a//l e kh ph a	
khph	kʰ + pʰ	3	l e kh ph a//l e kh ph a	
khp	kʰ + p	1	l e kh p a	
^d	d	15	d u dh//d u dh	
rm	r + m	1	m a r m a	
ŋm	ŋ + m	17	t u ŋ m ai//kh e ŋ m o k	
ktsh	k + tsʰ	1	m u k tsh e p	
mb	m + b	50	t a m b e//m u k t a m b e	
kt	k + t	12	m u k t e mm a//m u k t a m b e	
^tsh	tsʰ	35	tsh o k m a s i k//tsh o k m a s i k	
km	k + m	18	tsh o k m a s i k//tsh o k m a s i k	
^w	w	52	w o w a//w o w a	
^h	h	53	h o w a//h əu w a	
^s	s	93	s a r w a//s a r u w a	
rw	r + w	2	s a r w a//s a r w a	
pm	p + m	23	tsh e p m a//tsh e p m a	
tm	t + m	5	tsh e t m a//l a t m a ŋ n a	
^g	g	9	g aũ//g aũ	
^p	p	52	p a ŋ//p a ŋ	
^dh	dʱ	8	dh u r i//dh u r i	
^dhw	dʱ + w	4	dh w a r i k//dh w a r i k	
nd	n + d	16	ph e n d i k//ph e n d i k	
^r	r	13	r i p m a//r i k m a	
tn	t + n	7	r i t n a//tsh e k a t n i	
ṭn	ʈ + n	5	l o ṭ n i ŋ//l o ṭ n i ŋ	
sk	s + k	1	a s k a s	
^ts	ts	37	ts o p ts i ŋ g e//ts o k ts i ŋ g e	
pts	p + ts	2	ts o p ts i ŋ g e//ts o p ts i ŋ g e	
kts	k + ts	1	ts o k ts i ŋ g e	
^b	b	35	b ə r kh a//b ə r kh a	
rkh	r + kʰ	2	b ə r kh a//b ə r kh a	
^c	c	6	c u w a//c u w a	
ŋb	ŋ + b	5	ph e t e r i ŋ b a//ph e t e r i ŋ b a	
^gh	gʱ	2	gh u r u n b a//gh u r u n b a	
nb	n + b	2	gh u r u n b a//gh u r u n b a	
mdzh	m + dzʱ	1	n a m dzh i l i k p a	
kp	k + p	1	n a m dzh i l i k p a	
rk	r + k	4	ph a r k a n dz a//ph a r k a ŋ g a	
ndz	n + dz	5	ph a r k a n dz a//ph a r k a n dz a	
ŋbh	ŋ + bʱ	1	l u ŋ bh e k	
ŋgb	ŋ + b	1	l i ŋ g b e w a	
^mh	m̥	6	mh i//mh i kh u m a	
ŋt	ŋ + t	1	s i ŋ t a ŋ	
lph	l + pʰ	5	ph ə l ph u l//ph ə l ph u l	
tl	t + l	5	n a t l a b o//h a t l e	
^bh	bʱ	6	bh a n t a//bh a n t a	
nt	n + t	2	bh a n t a//bh a n t a	
rts	r + ts	5	m a r ts i//m a r ts i	
rd	r + d	5	h ə r d i//h ə r d i	
mbh	m + bʱ	6	r a m bh ẽ ɖ a//r a m bh ẽ ɖ a	
^ŋ	ŋ	5	ŋ a s a//ŋ a s a	
ŋw	ŋ + w	11	s a ŋ w a//s a ŋ w a	
ŋts	ŋ + ts	1	t a ŋ ts e pp a	
rb	r + b	3	m e r b a//m e r b a	
^ṭ	ʈ	7	ṭ o ŋ gh e ŋ//ṭ o ŋ gh e ŋ	
ŋgh	ŋ + gh	5	ṭ o ŋ gh e ŋ//ṭ o ŋ gh e ŋ	
pl	p + l	1	tsh i p l u m a	
^tp	t + p	1	t p o ŋ g o r o	
^tshtl	tsʰ !t/i l	1	tsh t l u m a	
mdz	m + dz	2	a m dz a//a m dz a	
^dzh	dzʱ	2	dzh a ŋ dz a//dzh a ŋ dz a	
ŋdz	ŋ + dz	2	dzh a ŋ dz a//dzh a ŋ dz a	
mr	m + r	1	r i m r i m	
mk	m + k	1	n a m k u ɖ e	
pt	p + t	5	h ə p t a//tsh u p t a ŋ	
pn	p + n	1	l o p n a	
ŋn	ŋ + n	7	n a t a ŋ n a//l a p m a ŋ n a	
^ṭh	ʈʰ	5	ṭh e n a//ṭh e n a	
kn	k + n	8	l i k n a//l i k n a	
tr	t + r	1	ph o t r u m a	
khr	kʰ + r	1	m a kh r o k m a	
rg	r + g	1	ts a r g i r a	
mt	m + t	5	a m t e m a//l a m t iye	
nts	n + ts	7	u n ts i//u n ts i	
ntsh	n + tsʰ	2	u n tsh i k//u n tsh i k	
nr	n + r	1	u n r o k	
ṭkh	ʈ + kʰ	1	h e ṭ kh a r e	
mn	m + n	2	dz o m n a//dz o m n a	
kkh	k + kʰ	1	a k kh a s a	
kl	k + l	1	s a k l u s e	
kw	k + w	1	s a k w a s e	
ŋk	ŋ + k	3	u ŋ k a//u ŋ k e ŋ	
ng	n + g	1	u n g o	
