Grapheme	IPA	Frequency	Examples	Languages
p	+ p	53	chɨkuḍhap//chepa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ch	+ ch	53	jaŋchabi//jaŋchabək	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^k	k	51	kɨŋ//kɨŋ	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^l	l	51	lem//lem	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^h	h	51	həṭkela//həṭkela	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
c	+ c	51	bəncuro//bəncəro	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^d	d	44	do//do	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^a	a	40	aŋguli//aba	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ch	ch	39	chaṭṭi//chaṭṭi	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^p	p	38	pok//pok	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
s	+ s	38	əsiwa//əsiwa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^c	c	36	cuwa//cuwa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^j	j	34	jam//jam	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
b	+ b	30	nabak//nabak	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ʔ	+ ʔ	30	phophoʔwa//phophoʔwa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ṭ	+ ṭ	30	həṭkela//həṭkela	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
d	+ d	30	ladimma//ladipma	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ə	ə	29	əmli//əmla	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
kh	+ kh	27	lapṭikhoŋ//jaŋkhabɨk	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^w	w	27	waṭ//wa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^o	o	25	okholen//okholen	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
g	+ g	24	aŋguli//luŋganukkha	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ṭ	ṭ	22	ṭaŋ//ṭaŋ	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ŋ	ŋ	20	ŋalɨŋ//ŋalɨŋ	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^dh	dh	20	dhuri//dhago	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^u	u	18	ukhuŋ//ukhuŋ	Okhre, Khena/Lungin (Hatuwa)/Khoku, Dhankuta/Timma, Rimchim
^t	t	16	taŋma//ten	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
+	+ +	15	banda kopi//bənda kopi	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^e	e	15	egharə//egharə	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ḍ	ḍ	14	ḍo//ḍo	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ḍ	+ ḍ	14	bhanḍɨk//laḍi	Okhre, Khena/Lungin (Hatuwa)/Khoku, Dhankuta/Thidingkha, (Amchok)
ai$	ai	14	waichet//waichet	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ɨ	ɨ	13	ɨjuwa//ɨŋcha	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
kh$	kh	12	ukhuŋ//ukhuŋ	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ŋs	+ ŋs	11	koŋsa//sɨŋsɨwa	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
kk	+ kk	11	cəkku//cəkku	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
mm	+ mm	11	ladimma//ninamma	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
h	+ h	11	gəhu//gəhu	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^dz	dz	11	dzəu//dzəu	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ṭh$	ṭh	10	əuṭhi//əuṭhi	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
əu$	əu	10	dzəu//dzəu	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ui$	ui	9	kuina//kuina	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^g	g	8	gəhu//gəhu	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^i	i	8	inni//imma	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
pp	+ pp	7	cheppa//cheppa	Okhre, Khena/Khoku, Dhankuta/Timma, Rimchim
dz	+ dz	7	pjadzu//pjadzu	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ao	ao	7	cijao//usao	Okhre, Khena/Timma, Rimchim
mm$	mm	7	imma//imma	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
bh	+ bh	6	nabhak//nabhak	Okhre, Khena/Lungin (Hatuwa)/Khoku, Dhankuta/Thidingkha, (Amchok)
^r	r	6	rato//rato	Timma, Rimchim/Lungin (Hatuwa)/Okhre, Khena/Thidingkha, (Amchok)
^bh	bh	5	bhuk//bhanḍɨk	Lungin (Hatuwa)/Khoku, Dhankuta
kʰ	+ kʰ	5	jaŋkʰabuk//kʰakʰut	Okhre, Khena/Timma, Rimchim
ks	+ ks	5	ŋaksi//ŋaksi	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
gh$	gh	5	egharə//egharə	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
ks$	ks	5	eksəye//eksəye	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
əye$	əye	5	eksəye//eksəye	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
kk$	kk	5	okko//okkoci	Okhre, Khena/Timma, Rimchim/Khoku, Dhankuta/Thidingkha, (Amchok)
^ph	ph	4	phophoʔwa//phophoʔwa	Timma, Rimchim/Lungin (Hatuwa)/Khoku, Dhankuta/Thidingkha, (Amchok)
ph	+ ph	4	phophoʔwa//phophoʔwa	Lungin (Hatuwa)/Okhre, Khena/Thidingkha, (Amchok)
ḍh	+ ḍh	4	chɨkuḍhap//waḍhin	Khoku, Dhankuta/Timma, Rimchim
^ḍh	ḍh	4	ḍhuri//ḍhuri	Okhre, Khena/Lungin (Hatuwa)/Khoku, Dhankuta/Timma, Rimchim
əi$	əi	4	dəilo//dəilo	Timma, Rimchim/Thidingkha, (Amchok)
^əu	əu	4	əuṭhi//əuṭhi	Okhre, Khena/Lungin (Hatuwa)/Khoku, Dhankuta/Timma, Rimchim
^th	th	4	thabuk//thabut	Lungin (Hatuwa)/Okhre, Khena/Timma, Rimchim
nn	+ nn	4	khannujaŋwo//oṭoŋninno	Lungin (Hatuwa)/Okhre, Khena/Thidingkha, (Amchok)
əi	əi	4	dzəmməici//dzəmməi	Timma, Rimchim/Thidingkha, (Amchok)
ṭṭ	+ ṭṭ	3	chaṭṭi//chaṭṭi	Lungin (Hatuwa)/Khoku, Dhankuta/Timma, Rimchim
tt	+ tt	3	chatti//chatti	Okhre, Khena/Thidingkha, (Amchok)
bh$	bh	3	əbhen//ɨbhajuŋ	Lungin (Hatuwa)/Thidingkha, (Amchok)
dh	+ dh	3	dudha//dudha	Okhre, Khena/Timma, Rimchim
gh	+ gh	3	jaghaŋma//jaghaŋma	Lungin (Hatuwa)/Khoku, Dhankuta/Thidingkha, (Amchok)
nn$	nn	3	unni//inni	Timma, Rimchim/Lungin (Hatuwa)/Thidingkha, (Amchok)
^bʰ	bʰ	2	bʰen//bʰen	Okhre, Khena/Timma, Rimchim
^ã	ã	2	ãp//ãp	Okhre, Khena/Timma, Rimchim
^kʰ	kʰ	2	kʰakʰut//kʰakʰut	Okhre, Khena/Timma, Rimchim
^ai	ai	2	ai//ai	Okhre, Khena/Timma, Rimchim
ua$	ua	2	nuak//chua	Thidingkha, (Amchok)/Timma, Rimchim
dh$	dh	2	ədhiwaŋ//ədhiwaŋ	Lungin (Hatuwa)/Khoku, Dhankuta
?	+ ?	2	umphe?phe?wa//umphe?phe?wa	Okhre, Khena
^dzh	dzh	2	dzharak//dzharak	Okhre, Khena
^dʰ	dʰ	1	dʰoka	Okhre, Khena
əu	əu	1	siləuṭa	Thidingkha, (Amchok)
^cʰ	cʰ	1	cʰuri	Khoku, Dhankuta
ch$	ch	1	əchjut	Thidingkha, (Amchok)
cʰ	+ cʰ	1	nicʰak	Timma, Rimchim
ui	ui	1	ukhakhuit	Khoku, Dhankuta
oi	oi	1	maŋkoi	Lungin (Hatuwa)
ss	+ ss	1	khanəssawo	Thidingkha, (Amchok)
oa	oa	1	wahoa	Thidingkha, (Amchok)
eu$	eu	1	beuwa	Khoku, Dhankuta
^jh	jh	1	jhana	Thidingkha, (Amchok)
ḍh$	ḍh	1	əḍhiwo	Thidingkha, (Amchok)
ə:$	ə:	1	dhə:na	Lungin (Hatuwa)
u:	u:	1	hju:na	Lungin (Hatuwa)
ṭh	+ ṭh	1	buṭṭhurɨ	Khoku, Dhankuta
^wh	wh	1	wha	Lungin (Hatuwa)
^M	M	1	Mitma sɨʔwaŋ	Khoku, Dhankuta
^p	^ p	33	p o k//p o k	
^j	^ j	34	j a m//j a m	
^ṭ	^ ṭ	22	ṭ a ŋ//ṭ a ŋ	
ŋm	ŋ m	27	ṭ a ŋ m ɨ w a//ṭ a ŋ m a	
ŋmw	ŋ m w	2	ṭ a ŋ m w a//ṭ a ŋ m w a	
^t	^ t	16	t a ŋ m a//t e n	
^ŋ	^ ŋ	20	ŋ a l ɨ ŋ//ŋ a l ɨ ŋ	
^m	^ m	75	m ɨ//m ə k	
^n	^ n	67	n a b a k//n a bh a k	
^ḍ	^ ḍ	14	ḍ o//ḍ o	
^d	^ d	44	d o//d o	
^k	^ k	51	k ɨ ŋ//k ɨ ŋ	
^l	^ l	51	l e m//l e m	
^ch	^ ch	39	ch a ṭṭ i//ch a ṭṭ i	
^bh	^ bh	5	bh u k//bh a n ḍ ɨ k	
^b	^ b	81	b u k//b u k	
^ph	^ ph	4	ph o ph o ʔ w a//ph o ph o ʔ w a	
ʔw	ʔ w	16	ph o ph o ʔ w a//ph o ph o ʔ w a	
^h	^ h	46	h ə ṭ k e l a//h ə ṭ k e l a	
ṭk	ṭ k	4	h ə ṭ k e l a//h ə ṭ k e l a	
ŋg	ŋ g	13	a ŋ g u l i//l u ŋ g a n u k kh a	
ml	m l	5	ə m l i//ə m l a	
mb	m b	9	ṭ ɨ m b ɨ l ɨ k//ṭ ɨ m b ɨ l ɨ k	
ŋr	ŋ r	6	n ə ŋ r a//n ə ŋ r a	
^c	^ c	36	c u w a//c u w a	
^kh	^ kh	74	kh ɨ//kh ɨ	
^dh	^ dh	20	dh u r i//dh a g o	
^ḍh	^ ḍh	4	ḍh u r i//ḍh u r i	
pṭ	p ṭ	1	l a p ṭ i kh o ŋ	
^dʰ	^ dʰ	1	dʰ o k a	
^s	^ s	86	s ɨ ŋ//s ɨ ŋ	
ŋch	ŋ ch	4	j a ŋ ch a b i//j a ŋ ch a b ə k	
ŋkh	ŋ kh	3	j a ŋ kh a b ɨ k//j a ŋ kh a b ɨ k	
ŋkʰ	ŋ kʰ	1	j a ŋ kʰ a b u k	
kkh	k kh	4	l u ŋ g a n u k kh a//l u ŋ g a n u k kh a	
km	k m	9	u n u k m a//u n u k m a	
pkh	p kh	1	ə n u p kh a	
rt	r t	5	m a r t o l a//m a r t o l a	
^cʰ	^ cʰ	1	cʰ u r i	
nḍ	n ḍ	4	bh a n ḍ ɨ k//n r bh e n ḍ a	
nc	n c	9	b ə n c u r o//b ə n c ə r o	
ʔkj	ʔ k j	1	m a ʔ k j o	
ʔm	ʔ m	5	l u ʔ m i//l u ʔ m i	
kw	k w	6	ch o k w e n m a//a k w a	
nm	n m	25	ch o k w e n m a//s a n k e n m a	
pm	p m	5	l a d i p m a//l a d i p m a	
mc	m c	7	n a m c o k//n a m c o k	
mch	m ch	1	n a m ch ə r ə	
nk	n k	12	s a n k e n m a//kh a n t u n k o	
ŋk	ŋ k	24	s a ŋ k e n m a//s a ŋ k e n	
^w	^ w	27	w a ṭ//w a	
ŋw	ŋ w	27	j a ŋ w a//j a ŋ w a	
mp	m p	8	n a m c i m p e l e k//n a m c i m p i l e k	
ŋṭ	ŋ ṭ	4	l u ŋ ṭ a ŋ//s ə ŋ ṭ a ŋ	
pr	p r	1	bh u p r o	
^th	^ th	4	th a b u k//th a b u t	
ŋb	ŋ b	3	s ɨ ŋ b a ʔ w a//s ɨ ŋ b a k ʔ w a	
kʔw	k ʔ w	3	s ɨ ŋ b a k ʔ w a//ṭ ə kh o k ʔ w a	
^bʰ	^ bʰ	2	bʰ e n//bʰ e n	
^g	^ g	8	g ə h u//g ə h u	
^dz	^ dz	11	dz əu//dz əu	
rd	r d	5	h a r d i//h ə r d i	
^pj	^ p j	5	p j a dz u//p j a dz u	
^nrbh	^ n r bh	1	n r bh e n ḍ a	
nd	n d	7	b e n d a s i//b e n d a s i	
chj	ch j	1	ə ch j u t	
khr	kh r	3	b a kh r a//b a kh r a	
kl	k l	2	ṭ o k l i//ṭ o k l i	
kch	k ch	1	b o k ch u k	
ŋp	ŋ p	2	kh i m + h a ŋ p a//kh i m + h a ŋ p a	
^kʰ	^ kʰ	2	kʰ a kʰ u t//kʰ a kʰ u t	
pt	p t	2	h ə p t a//h ə p t a	
ṭʔj	ṭ ʔ j	1	kh a n u ṭ ʔ j a ŋ	
dzj	dz j	1	s o dz j o	
nt	n t	1	kh a n t u n k o	
kṭ	k ṭ	4	w a p o k ṭ a kh a r a ŋ//w a p o k ṭ ao	
kt	k t	2	w a p o k t a w o//w a p o k t ao	
ḍw	ḍ w	1	ɨ s ɨ ḍ w a	
nbh	n bh	1	o n bh a j a ŋ w o	
nbhtt	n bh tt	1	u n bh tt ao	
nj	n j	1	d u n j a ŋ w o	
ŋj	ŋ j	7	k e ŋ j a ŋ//k e ŋ j a ŋ	
^jh	^ jh	1	jh a n a	
^hj	^ h j	5	h j a n i//h j a n i	
kʔj	k ʔ j	1	c u k ʔ j a ŋ	
tk	t k	2	u n c i t k o//r e t k a	
pw	p w	1	ə c u p w o	
kj	k j	1	l ɨ k j a ŋ	
ṭṭh	ṭ ṭh	1	b u ṭ ṭh u r ɨ	
mj	m j	2	o m j a ŋ//o m j a ŋ	
mph	m ph	1	u m ph e ? ph e ? w a	
kc	k c	1	m a k c u k w a	
ʔj	ʔ j	1	m a ʔ j a ŋ	
^r	^ r	6	r a t o//r a t o	
^wh	^ wh	1	wh a	
mk	m k	2	s u m k a//s u m k a	
pk	p k	1	r e p k a	
mkh	m kh	3	ḍ e m kh a//d e m kh a w o	
mkʰ	m kʰ	2	d e m kʰ a//d e m kʰ a	
hʔn	h ʔ n	1	m ə h ʔ n i	
gn	g n	2	ə g n i w a//ə g n i w a	
ŋn	ŋ n	3	o ṭ o ŋ n i nn o//o ṭ o ŋ n i nn o	
kŋ	k ŋ	2	o ṭ e k ŋ a//o ṭ e k ŋ a	
^dzh	^ dzh	2	dzh a r a k//dzh a r a k	
tl	t l	1	c i c i t l ə	
ḍḍh	ḍ ḍh	1	b a ḍ ḍh e	
ŋl	ŋ l	2	ə n c ə ŋ l o//ə n c ə ŋ l o	
dḍh	d ḍh	1	b ə d ḍh e	
ddh	d dh	1	b ə d dh e	
tm	t m	15	M i t m a + s ɨ ʔ w a ŋ//w a m i t m a	
ṭm	ṭ m	5	h ɨ ṭ m a//l o ṭ m a	
