Grapheme	IPA	Frequency	Examples	Languages
d	d	50	dudh//dudh	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ya	j a	46	khyak//phyak	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
dz	dz	32	dziu//dziu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ṭ	ʈ	28	silauṭo//silauṭo	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
bh	bʱ	27	nabhak//nabhak	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
th	tʰ	26	thek//thek	Hatiya /Dhan kuta Bazaar/Khalde/Tekunala/Guthitar/Santang
dh	dʱ	21	dudh//dudh	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ɖ	ɖ	20	hathauɖa//laɖiba	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ai	ai	18	tuŋmai//wain	Hatiya /Dhan kuta Bazaar/Khalde/Tekunala/Guthitar/Santang
ye	j e	16	yemetsha//yembitsha	Hatiya /Dhan kuta Bazaar/Khalde/Tekunala/Guthitar/Santang
yu	j u	15	tyuba//yum	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
au	au	14	silauṭo//silauṭo	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
mm	m + m	13	muktemma//sammyaŋ	Hatiya /Dhan kuta Bazaar/Khalde/Tekunala/Guthitar/Santang
nn	n + n	13	lenna//mədhyannə	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
pp	p + p	12	taŋtseppa//woppu	Hatiya /Dhan kuta Bazaar/Khalde/Santang/Tekunala
ms	m + s	11	tamsariŋ//tamseren	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
bb	b + b	10	sobbe//sobbe	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ks	k + s	9	maksaburu//maksaburu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
əu	əu	7	həuwa//dzəu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
əũ	əũ	7	əũthi//pəũba	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ŋs	ŋ + s	7	taŋsaŋ//taŋsaŋ	Hatiya /Dhan kuta Bazaar/Khalde/Tekunala/Guthitar/Santang
gh	gʱ	7	ghurunba//ghurunba	Khalde/Hatiya /Dhan kuta Bazaar/Santang/Tekunala
iu	iu	6	dziu//dziu	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
iya	i + j a	6	phiyak//kiya	Guthitar/Santang/Tekunala
aũ	aũ	6	thaũ//gaũ	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
c	c	6	cuwa//cuwa	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
mh	mʱ	6	mhi//mhikhuma	Hatiya /Dhan kuta Bazaar/Guthitar/Santang/Tekunala
j	j	6	ujara//ujura	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ũ	ũ	5	gəhũ//gəhũ	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ẽ	ẽ	5	rambhẽɖa//rambhẽɖa	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
yo	j o	5	andzyo//yoba	Khalde/Hatiya /Dhan kuta Bazaar/Santang/Tekunala
rs	r + s	5	bərsə//bərsə	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ṭh	ʈʰ	5	ṭhena//ṭhena	Khalde/Hatiya /Dhan kuta Bazaar/Santang/Tekunala
əy	əi	5	eksəy//eksəy	Khalde/Hatiya /Dhan kuta Bazaar/Tekunala/Guthitar/Santang
ãi	ãi	4	ãibo//ãibo	Khalde/Hatiya /Dhan kuta Bazaar/Santang/Tekunala
sh	ʃ	4	ameshema//mheshyema	Khalde/Hatiya /Dhan kuta Bazaar/Santang/Tekunala
dzh	dzʱ	3	namdzhilikpa//dzhaŋdza	Hatiya /Dhan kuta Bazaar/Guthitar
ã	ã	3	dhuwã//khãni	Guthitar
oi	oi	3	woitsha//woitsha	Santang/Tekunala
ŋh	ŋʱ	2	maŋhuk//ṭoŋheŋ	Guthitar
ɖh	ɖʱ	2	waɖhin//ṭaɖha	Hatiya /Dhan kuta Bazaar/Guthitar
əya	ə + j a	2	nəya//nəya	Hatiya /Dhan kuta Bazaar/Santang
ei	ei	2	keina//weipma	Khalde/Tekunala
uyu	u + j u	2	kuyu//puyu	Guthitar/Tekunala
yei	j ei	2	yeikha//yeika	Guthitar
iye	i + j e	2	wepasiye//lamtiye	Santang
eya	e + j a	2	imseyaŋ//peya	Santang
ui	ui	1	kuino	Guthitar
euə	euə	1	lətsheuət̃	Guthitar
t̃	t̃	1	lətsheuət̃	Guthitar
ae	ae	1	waet	Tekunala
yũ	j ũ	1	tyũba	Tekunala
yĩ	j ĩ	1	tyĩba	Hatiya /Dhan kuta Bazaar
y	y	1	pitsyha	Khalde
ãyũ	ã + j ũ	1	khãyũ	Guthitar
ẽyu	ẽ + j u	1	yephẽyuk	Guthitar
iyu	i + j u	1	tsiyu	Guthitar
you	j ou	1	youna	Hatiya /Dhan kuta Bazaar
oĩ	oĩ	1	khoĩ	Hatiya /Dhan kuta Bazaar
oe	oe	1	woema	Tekunala
kk	k + k	1	tsekka	Tekunala
yuya	j u + j a	1	yuyak	Santang
