Grapheme	IPA	Frequency	Examples	Languages
kt	k + t	11	l ɨ k t e//m u k t e mm a	
kw	k + w	10	kh a m + s e r e k w a//kh a m + s e r e k w a	
l	+ l	86	ŋaklasi//ŋaklasi	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
lc	l + tʃ	5	h a l c ɨ k m a//h a l c ɨ k m a	
ls	l + s	2	mɨkɨlsi//mɨkɨlsi	Barbhanjyang/Gairi
m	+ m	287	makacɨkma//makacɨkma	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
m$	m
mb	m + b	42	t ɨ m b ɨ r ɨ k//t ɨ m b ɨ r ɨ k	
mbh	m + bʱ	5	r a m bh e n t a//r a m bh e n t a	
mc	m + tʃ	5	n a m c ɨ ŋ l e ʔ w a//n a m c ɨ ŋ l e ʔ w a	
mdh	m + dʱ	5	n a m dh u r u ŋ//n a m dh u r u ŋ	
mm	m + m	25	jemmicha//jemmicha	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
mph	m + pʰ	15	t a m ph e k m a//t a m ph e k m a	
ms	m + s	5	namso//namso	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
n	+ n	132	phendɨk//phendɨk	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
n$	n
nb	n + b	9	th e ph e n b a//th e ph e n b a	
nd	n + d	15	ph e n d ɨ k//ph e n d ɨ k	
nm	n + m	10	p e n m a//p e n m a	
nn	n + n	2	sonnuppa//hunne	Suke-ahal/Gairi
nt	n + t	7	u n t u k e//u n t u k e	
o	o	140	tobak//tobak	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
p	+ p	57	dopala//dopala	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
p$	p
pd	p + d	1	c ɨ p d u b a	
ph	+ pʰ	32	tamphekma//tamphekma	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
phth	ph/p + tʰ	1	l a ph th a ŋ	
pm	p + m	12	l u p m e n//l u p m e n	
pmw	p + m w	1	ch e p m w a	
pp	p + p	4	duppala//doppala	Suke-ahal/Pokla/Gairi
pt	p + t	6	t i p t e//c u p t a ŋ	
r	+ r	104	dzharak//dzharak	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
r$	r
rc	r + tʃ	5	m a r c a//m a r c a	
rd̪	r + d̪/d	5	h ə r d̪ i//h ə r d̪ i	
s	+ s	55	ŋaklasi//ŋaklasi	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
s$	s
t	+ t	73	hutma//hutma	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
t$	t
th	+ tʰ	11	wathin//laphthaŋ	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
tm	t + m	15	h u t m a//h u t m a	
tp	t + p	4	m ai h u t p a//m ai h u t p a	
tt	t + t	1	cittuba	Pokla
tʔ	~tʔ/t	2	w e t ʔ//w e t ʔ	
u	u	290	tubak//tubak	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ui$	u/w i	1	kuiro	Gairi
w	+ w	105	nuwa//nuwa	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ŋ	+ ŋ	225	poŋkhorok//poŋkhorok	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ŋb	ŋ + b	11	j e ŋ b a//j e ŋ b a	
ŋg	ŋ + g	39	a ŋ g a l e kk a//a ŋ g a l e kk a	
ŋgh	ŋ + gʱ	5	l u ŋ gh e ʔ w a//l u ŋ gh e ʔ w a	
ŋk	ŋ + k	5	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
ŋkh	ŋ + kʰ	19	p o ŋ kh o r o k//p o ŋ kh o r o k	
ŋl	ŋ + l	4	n a m c ɨ ŋ l e ʔ w a//n a m c ɨ ŋ l e ʔ w a	
ŋm	ŋ + m	38	k e ŋ m a ch u k//k e ŋ m a ch u k	
ŋs	ŋ + s	8	hedaŋsaba//hesaŋsaba	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ŋt	ŋ + t	5	s ɨ ŋ t a ŋ//s ɨ ŋ t a ŋ	
ŋw	ŋ + w	10	s a ŋ w a//s a ŋ w a	
ə	ə	9	həra//həra	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ɨ	ɨ	152	phendɨk//phendɨk	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ɾ	+ ɾ	1	heɾe	Suke-ahal
ʔ	+ ʔ	82	khocoʔŋaba//ŋaʔlasi	Pokla/Barbhanjyang/Suke-ahal/Gairi/Pakha
ʔj	ʔ + dʒ	4	w a ʔ j e m a + l u m a//w a ʔ j e m a + l u m a	
ʔl	ʔ + l	6	ŋ a ʔ l a s i//p o p a ʔ l a	
ʔm	ʔ + m	14	ŋ e ʔ m a l a ŋ//ŋ e ʔ m a l a ŋ	
ʔmw	ʔ + m w	4	ch e ʔ m w a//ch e ʔ m w a	
ʔw	ʔ + w	41	r u ʔ w a//r u ʔ w a	
ʔŋ	ʔ + ŋ	1	kh o c o ʔ ŋ a b a	
