Grapheme	IPA
ã	ã
ãyũ	ã + j ũ
ŋ	+ ŋ
ŋb	ŋ + b
ŋbh	ŋ + bʱ
ŋch	ŋ + tʃʰ
ŋdz	ŋ + dz
ŋg	ŋ + g
ŋgb	ŋ + b
ŋgh	ŋ + gh
ŋh	ŋ + h
ŋj	ŋ + dʒ
ŋk	ŋ + k
ŋkh	ŋ + kʰ
ŋkʰ	ŋ + kʰ
ŋl	ŋ + l
ŋm	ŋ + m
ŋmw	ŋ + m w
ŋn	ŋ + n
ŋp	ŋ + p
ŋr	ŋ + r
ŋs	ŋ + s
ŋt	ŋ + t
ŋts	ŋ + ts
ŋw	ŋ + w
ŋṭ	ŋ + ʈ
ũ	ũ
ɖ	+ ɖ
ɖh	ɖʱ
ə	ə
ə:$	əː
əi	əi
əi$	əi
əu	əu
əu$	əu
əy	əi̯
əya	ə + j a
əye$	ə j e
əũ$	əũ
ɨ	ɨ
ʔ	+ ʔ
ʔj	ʔ + dʒ
ʔkj	ʔ + k j
ʔm	ʔ + m
ʔw	ʔ + w
ḍ	+ ɖ
ḍh	+ ɖʱ
ḍh$	ɖʱ
ḍw	ɖ + w
ḍḍh	ɖ + ɖh
ṭ	+ ʈ
ṭh	+ ʈʰ
ṭh$	ʈʰ
ṭk	ʈ + k
ṭkh	ʈ + kʰ
ṭm	ʈ + m
ṭn	ʈ + n
ṭʔj	ʈ + ʔ j
ṭṭ	ʈ + ʈ
ṭṭh	ʈ + ʈʰ
ẽ	ẽ
ẽyu$	ẽ + j u
