Grapheme	IPA	Frequency	Examples	Languages
dh	+ dʱ	14	lebdhero//lebdhero	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
dj	+ dj
dz	+ dz	6	bidzulitsa mkemu//pjadz	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
e	e	147	tʌmse//lem	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
h	+ h	1	gʌhũ	Aaptar
hj	+ h j
i	i	358	bulim//bulim	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
i:$	iː	4	ri://ri:	Hadunge/Aaptar/Halesi/Balamta
iu$	j u	10	dziu//ɦiu	Ratanchha/Halesi/Aaptar/Hadunge/Balamta
k	+ k	185	ɦikudima//jumakuluŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
kh	+ kʰ	51	ʈakhlo//ʈakhlo	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
khj	+ kʰ j
khj	kʰ j	4	r u kh j a//r u kh j a	
khl	+ kʰ l	5	ʈ a kh l o//ʈ a kh l o	
kk	k + k	15	diluŋkhjakka//tsʌkku	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
kkh	k + kʰ	2	b ʌ k kh a//b ʌ k kh a l u ŋ	
kn	k + n	5	i k n a m//i k n a m	
kts	k + ts	5	m a k ts u p a//m a k ts u p a	
kɦ	k + ɦ	5	i k ɦ a k a//i k ɦ a k a	
l	+ l	131	bulim//bulim	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
lj	l j	1	ɦ u l j a p a	
lkh	l + kʰ	5	kh a l kh a l//kh a l kh a l	
ls	l + s	5	a ls e k o//a ls e k o	
ls$	l + s	5	alseko//alseko	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
lw	l + w	1	b a l w a	
m	+ m	316	bulim//bulim	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
m$	m
mb	m + b	18	s e m b u//s e m b u	
mbh	m + bʱ	4	u m bh ʌ r//u m bh ʌ r	
mk	m + k	6	b i dz u l i ts a + m k e m u//l a m k a th i m a	
ml	m + l	4	a m l a//a m l a	
mm	m + m	18	ninamma//ninamma	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
mn	m + n	19	u m n i m a//u m n i m a	
mp	m + p	4	m õ m p a//m õ m p a	
mr	m + r	10	s i m r a//s i m r a	
ms	m + s	6	tʌmse//mamsuŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
mth	m + tʰ	5	l a m th i m a//l a m th i m a	
mts	m + ts	1	p ʌ m ts u ŋ	
mtsh	m + tsʰ	5	u m tsh uĩ//u m tsh uĩ	
n	+ n	92	ghuruŋʈina//ghuruŋʈina	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
n$	n
nd	n + d	5	b ʌ n d a k o p i//b ʌ n d a k o p i	
nj	+ n j
nj	+ n j	5	kh ui n j o//kh ui n j o	
o	o	263	ʈakhlo//ʈakhlo	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ou	ou	9	ɦʌthouɗa//ɦʌthouɗa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
p	+ p	109	nadipuŋ//nadipuŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
p$	p
pp	p + p	5	toroppa//toroppa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
pt	p + t	10	l a p t i kh o//l a p t i kh o	
pts	p + ts	1	n a p ts i b u	
ptsh	p + tsʰ	4	ɦ e p tsh o w a//ɦ e p tsh o w a	
r	+ r	139	nabro//nabro	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
r$	r
rd	r + d	9	tsh ʌ r d e//tsh ʌ r d e	
rm	r + m	15	tsh i k u r m a//tsh i k u r m a	
rtsh	r + tsʰ	5	s o r tsh a//s o r tsh a	
s	+ s	57	tshusja//misam	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
s$	s
sj	+ s j	1	tsh u s j a	
t	+ t	37	natipʌ//laptikho	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
t$	t
th	+ tʰ	14	ɦʌthouɗa//ɦʌthouɗa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ts	+ ts	64	mitsuŋ//mitsuŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ts$	ts	1	khtsi	Ratanchha
tsh	+ tsʰ	13	ɦeptshowa//ɦeptshowa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
tsh$	tsʰ	35	jetshabi//jetshabi	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
tshj	+ tsʰ j	5	w a tsh j a//w a tsh j a	
tsjh	tsʰ j	4	tsjhu//tsjhu	Hadunge/Aaptar/Halesi/Balamta
tsk	ts + k	5	k ʌ ts k a//k ʌ ts k a	
u	u	270	bulim//bulim	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ui	ui	5	tshutsui//tshutsui	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ui$	ui	26	ɦui//khuinjo	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
uĩ	uĩ	5	umtshuĩ//umtshuĩ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
uĩ$	uĩ	9	ʈuĩ//ʈuĩ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
w	+ w	23	ɦeptshowa//ɦeptshowa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ã	ã	5	kã//kã	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
õ	õ	12	ʈõ//ʈõ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ŋ	+ ŋ	117	mitsuŋ//mitsuŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ŋ$	ŋ
ŋk	ŋ + k	5	ʈ u ŋ k a m a//ʈ u ŋ k a m a	
ŋkh	ŋ + kʰ	1	ʈ u ŋ kh + u w a	
ŋkhj	ŋ + kʰ j	1	d i l u ŋ kh j a kk a	
ŋkhr	ŋ + kʰ r	4	ʈ u ŋ kh r a//ʈ u ŋ kh r a	
ŋl	ŋ + l	5	ʈ o ŋ l i//ʈ o ŋ l i	
ŋm	ŋ + m	24	ʈ u ŋ m a//ʈ u ŋ m a	
ŋp	ŋ + p	5	s u ŋ p a//s u ŋ p a	
ŋs	ŋ + s	10	suŋseluŋse//suŋseluŋse	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ŋʈ	ŋ + ʈ	9	gh u r u ŋ ʈ i n a//gh u r u ŋ ʈ i n a	
ũ	ũ	1	gʌhũ	Aaptar
ɖ	+ ɖ	10	oɖako//oɖako	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ɖh	+ ɖʱ	5	waɖhamma//waɖham	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ɗ	+ ɗ	9	ɦʌthouɗa//ɦʌthouɗa	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ɗh	+ ɗʱ	5	tsuɗhako//tsuɗhako	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ɦ	+ ɦ	20	paɦudeko//paɦudeko	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ɦj	+ ɦ j	5	u ɦ j a kk a//u ɦ j a kk a	
ʈ	+ ʈ	24	ghuruŋʈina//ghuruŋʈina	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ʈ$	ʈ
ʉ	ʉ	5	dʉt//dʉt	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ʌ	ʌ	63	tʌmse//natipʌ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
ʌi	ʌi	19	tshitsʌi//phrelʌiluŋ	Ratanchha/Aaptar/Halesi/Hadunge/Balamta
