Grapheme	IPA	Frequency	Examples	Languages
^t	t	13	tɨmbɨrɨk//tɨmbɨrɨk	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^th	tʰ	12	thurum//thurum	Chaudhari Tole/Chambak/Nangchhuwa
^u	u	19	uŋʔmale//uŋʔmale	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^w	w	30	weiʔ//weiʔ	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^ã	ã	5	ãba//ãba	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^ŋ	ŋ	10	ŋalɨŋ//ŋalɨŋ	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^ʈ	ʈ	7	ʈɨmbɨrɨk//ʈtɨmbɨrɨk	Chaudhari Tole/Mangthana/Mulgaun/Chambak
^ʈt	!ʈt/ʈ	2	ʈ t ɨ m b ɨ r ɨ k//ʈ t ɨ m b ɨ r ɨ k	
^ḍ	ɖ	7	ḍwari//ḍwari	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^ḍw	ɖ w	2	ḍ w a r i//ḍ w a r i	
^ṭ	ʈ	40	ṭaŋ//ṭaŋwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^ṭh	ʈʰ	9	ṭhekha//ṭhekha	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
a	a	963	ṭaŋ//ṭaŋwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
i:	iː
ai	ai	5	dzǝmmai//dzǝmmai	Chaudhari Tole/Chambak/Mulgaun/Nangchhuwa
ai$	ai	22	pai//pai	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
au$	au	6	sauwa//chau	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
b	+ b	50	ʈɨmbɨrɨk//ʈtɨmbɨrɨk	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
bh	+ bʱ	2	rambheḍa//rambheḍa	Mangthana/Mulgaun
bh$	bʰ	3	ubheni//ubheni	Chaudhari Tole/Mangthana/Nangchhuwa
c	+ tʃ	91	marcinuŋʔma//marcinuŋʔma	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
cc	t + tʃ	6	piccu//hicce	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ch	+ tʃʰ	28	puchak//puchak	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ch$	tʃʰ	4	achawa//achawu	Chaudhari Tole/Mangthana/Chambak/Nangchhuwa
d	+ d	30	namdoruŋ//namdoruŋ	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
dh	+ dʱ	2	dudha//dudha	Mangthana/Mulgaun
dz	+ dz	5	pjadz//pjadzu	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
mija	m i + dʒ a
dʰ	+ dʱ	1	dudʰa	Chaudhari Tole
e	e	276	narek//narek	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ei$	ei	23	tei//ṭei	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
eu$	eu	5	beuwa//beuwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
g	+ g	69	jaŋguli//jaŋguli	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
gh	+ gʱ	2	luŋghek//luŋghek	Mangthana/Mulgaun
gh$	gʱ	5	egharəgeḍa//egharəgeḍa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
h	+ h	5	gəhu//gəhu	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
i	i	260	mɨkɨlsi//mɨkɨlsi	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
i:$	iː	5	pi:ma//pi:ma	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
iu$	iu	5	dziu//dziu	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
j	+ dʒ	31	teji//ṭeji	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
^j	dʒ
k	+ k	141	mɨk//mɨkɨlsi	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
kc	k + tʃ	10	m u k c e k kh e k//m u k c e k kh e k	
kh	+ kʰ	25	mukh//mukh	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
khr	+ kʰ r	5	b a kh r a//b a kh r a	
kj	+ k j	2	c i k j a ŋ//c i k j a ŋ	
kk	k + k	8	hokkogo//hokkogo	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
kkh	k + kʰ	5	m u k c e k kh e k//m u k c e k kh e k	
kl	k + l	5	n a k l a s i//n a k l a s i	
km	k + m	13	t a m ph e k m a//t a m ph e k m a	
ks	k + s	5	e ks əye//e ks əyə	
ks$	k s	5	eksəye//eksəyə	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
kʔn	k + ʔn/nˀ	2	l ɨ k ʔ n o//l ɨ k ʔ n o	
kṭ	k + ʈ	10	w a p o k ṭ a ŋs e//w a p o k ṭ a ŋs e	
l	+ l	96	ŋalɨŋ//ŋalɨŋ	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
lph	l + pʰ	5	ph ǝ l ph u l//ph ǝ l ph u l	
ls	l + s	2	mɨkɨlsi//mɨkɨlsi	Mangthana/Mulgaun
m	+ m	236	thurum//phurum	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
m$	m
mb	m + b	12	ʈ ɨ m b ɨ r ɨ k//ʈ t ɨ m b ɨ r ɨ k	
mbh	m + bʱ	2	r a m bh e ḍ a//r a m bh e ḍ a	
mc	m + tʃ	9	n a m c o k//n a m c o k	
md	m + d	3	n a m d o r u ŋ//n a m d o r u ŋ	
mm	m + m	22	himma//himma	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
mm$	m + m	5	imma//imma	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
mn	m + n	3	s o m n o//s o m n o	
mp	m + p	3	n a m p e t e r e ŋ//n a m p e t e r e ŋ	
mph	m + pʰ	5	t a m ph e k m a//t a m ph e k m a	
ms	m + s	5	somse//somse	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
mth	m + tʰ	5	n a m th a//n a m th a	
mṭh	m + ʈʰ	5	n a m ṭh a//n a m ṭh a	
n	+ n	140	kuina//kuina	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
n$	n
nc	n + tʃ	11	h u n c e//h u n c e	
nd	n + d	15	b a n d a k o p i//b a n d a k o p i	
nn	n + n	5	a nn e//a nn e	
nn$	n + n	5	anne//anne	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
nḍ	n + ɖ	21	ph a n ḍ i//ph a n ḍ i	
nṭ	n + ʈ	5	h u n ṭ a k//h u n ṭ a k	
o	o	180	phok//phok	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
oi	oi	3	hakoi//hakoi	Chaudhari Tole/Chambak/Nangchhuwa
oi$	oi	3	choiʔ//choiʔ	Chaudhari Tole/Chambak/Nangchhuwa
p	+ p	46	lupmi//lupmi	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ph	+ pʰ	25	ṭaŋphuwa//ṭaŋphuʔwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ph$	pʰ	2	aphe//aphe	Chaudhari Tole/Chambak
pm	p + m	8	l u p m i//l u p m i	
pṭ	p + ʈ	6	c u p ṭ a ŋ//c u p ṭ a ŋ	
r	+ r	134	narek//narek	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
r$	r
rc	r + tʃ	10	m a r c i n u ŋ ʔ m a//m a r c i n u ŋ ʔ m a	
rd	r + d	5	h ə r d i//h ə r d i	
rkh	r + kʰ	5	b ǝ r kh a//b ǝ r kh a	
rt	r + t	3	m a r t o l//m a r t o l	
s	+ s	54	kosi//kosi	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
sj	s + j	2	m i ʔ m ai ʔ + p a s j a ŋs e//m i ʔ m ai ʔ + p a s j a ŋs e	
ss	s + s	4	nassa//nassa	Mangthana/Mulgaun
t	+ t	25	chati//chati	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
th	+ tʰ	6	wathi//namtha	Chaudhari Tole/Chambak/Mulgaun/Nangchhuwa
tk	t + k	5	h ǝ t k e l a//h ǝ t k e l a	
u	u	268	ṭaŋphuwa//ṭaŋphuʔwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ua	u/w a	2	cheʔmua//cheʔmua	Chaudhari Tole/Chambak
ui$	u/w i	17	kuina//kuina	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
uĩ$	u/w ĩ	3	huĩ//huĩ	Chaudhari Tole/Mangthana/Mulgaun
w	+ w	89	ṭaŋwa//ṭaŋwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ĩ	ĩ	3	pajĩ//pajĩ	Chaudhari Tole/Chambak/Nangchhuwa
ŋ	+ ŋ	169	ṭaŋ//ṭaŋwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ŋ$	ŋ
ŋg	ŋ + g	32	j a ŋ g u l i//j a ŋ g u l i	
ŋgh	ŋ + gʱ	2	l u ŋ gh e k//l u ŋ gh e k	
ŋk	ŋ + k	3	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
ŋkh	ŋ + kʰ	5	ṭ ɨ ŋ kh ɨ w a//ṭ ɨ ŋ kh ɨ w a	
ŋm	ŋ + m	20	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
ŋph	ŋ + pʰ	5	ṭ a ŋ ph u w a//ṭ a ŋ ph u ʔ w a	
ŋs	ŋ + s	21	wapokṭaŋse//wapokṭaŋse	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ŋw	ŋ + w	6	ṭ a ŋ w a//ṭ a ŋ w a	
ŋʔm	ŋ + ʔm/mˀ	10	m a r c i n u ŋ ʔ m a//m a r c i n u ŋ ʔ m a	
ŋʔs	ŋ + ʔs/sˀ	3	s ɨ ŋs a w a l u ŋ ʔs e//s ɨ ŋs a w a l u ŋ ʔs e	
ŋṭ	ŋ + ʈ	8	l u ŋ ṭ a//l u ŋ ṭ a	
ǝ	ǝ	52	hǝtkela//hǝtkela	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ǝi	ǝi	2	dzǝmmǝi//dzǝmmǝi	Mangthana/Mulgaun
ə	ə	33	gəhu//gəhu	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
əu$	əu	5	dzəu//dzəu	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
əue	ə + u/w e	5	nəueḍa//nəueḍa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
əye$	ə + y/j e	3	eksəye//eksəye	Chaudhari Tole/Chambak/Nangchhuwa
əyə$	ə + y/j ə	2	eksəyə//eksəyə	Mangthana/Mulgaun
ɨ	ɨ	74	ŋalɨŋ//ŋalɨŋ	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ʔ	+ ʔ	70	ṭaŋphuʔwa//ṭaŋphuʔwa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ʔ$	ʔ
ʔm	ʔ + m	26	ch e ʔ m ua//ch e ʔ m u w a	
ʔn	ʔ + n	5	u c u ʔ n u n o//u c u ʔ n u n o	
ʔs	ʔ + s	5	sɨŋsawaluŋʔse//suŋsawaluʔse	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ŋsʔ	ŋ + ʔs/sˀ
ʔw	ʔ + w	5	ṭ a ŋ ph u ʔ w a//ṭ a ŋ ph u ʔ w a	
ḍ	+ ɖ	89	phanḍi//phanḍi	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ḍh	+ ɖʱ	3	bǝḍḍhe//bǝḍḍhe	Chaudhari Tole/Chambak/Nangchhuwa
ḍḍ	ɖ + ɖ	2	baḍḍe//baḍḍe	Mangthana/Mulgaun
ḍḍh	ɖ + ɖʱ	3	b ǝ ḍ ḍh e//b ǝ ḍ ḍh e	
ṭ	+ ʈ	40	luŋṭa//luŋṭa	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ṭh	+ ʈʰ	16	laṭhiba//laṭhiba	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ṭh$	ʈʰ	7	uṭhep//uṭhep	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ṭn	ʈ + n	3	u c i ṭ n o//u c i ṭ n o	
ṭṭ	ʈ + ʈ	10	huṭṭe//huṭṭe	Mangthana/Chambak/Chaudhari Tole/Mulgaun/Nangchhuwa
ṭṭh	ʈ + ʈʰ	3	b u ṭ ṭh u r u mm a//b u ṭ ṭh u r u mm a	
