ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Dataset,Gloss_in_Source,Borrowing
Chintang-Nangchhuwa-52_stone-1,,Chintang-Nangchhuwa,52_stone,luŋṭa,luŋṭa,l u ŋ + ʈ a,,Chintang,,,^l u ŋṭ a $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-52_stone-1,,Chintang-Mangthana,52_stone,luŋghek,luŋghek,l u ŋ + gʱ e + k,,Chintang,,,^l u ŋgh e k $,Chintang-Mangthana,,,
Chintang-Chambak-52_stone-1,,Chintang-Chambak,52_stone,luŋṭa,luŋṭa,l u ŋ + ʈ a,,Chintang,,,^l u ŋṭ a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-52_stone-1,,Chulung-Barbhanjyang,52_stone,luŋgheʔwa,luŋgheʔwa,l u ŋ + gʱ e ʔ + w a,,Chulung,,,^l u ŋgh e ʔw a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-52_stone-1,,Chulung-Gairi,52_stone,luŋgheʔwa,luŋgheʔwa,l u ŋ + gʱ e ʔ + w a,,Chulung,,,^l u ŋgh e ʔw a $,Chulung-Gairi,,,
Chulung-Pakha-52_stone-1,,Chulung-Pakha,52_stone,luŋghewa,luŋghewa,l u ŋ + gʱ e + w a,,Chulung,,,^l u ŋgh e w a $,Chulung-Pakha,,,
Chulung-Pokla-52_stone-1,,Chulung-Pokla,52_stone,lɨŋgheʔwa,lɨŋgheʔwa,l ɨ ŋ + gʱ e ʔ + w a,,Chulung,,,^l ɨ ŋgh e ʔw a $,Chulung-Pokla,,,
Chulung-Sukeahal-52_stone-1,,Chulung-Sukeahal,52_stone,luŋgheʔwa,luŋgheʔwa,l u ŋ + gʱ e ʔ + w a,,Chulung,,,^l u ŋgh e ʔw a $,Chulung-Sukeahal,,,
Dhimal-West-52_stone-1,,Dhimal-West,52_stone,antʰui,antʰui,a n + tʰ u/w i,,Dhimal,,,^a ntʰ ui$,Dhimal-West,,,
Dhimal-East-52_stone-1,,Dhimal-East,52_stone,unthur,unthur,u n + tʰ u + r,,Dhimal,,,^u nth u r $,Dhimal-East,,,
Dulung-Bartole-52_stone-1,,Dulung-Bartole,52_stone,luŋ,luŋ,l u + ŋ,,Dulung,,,^l u ŋ $,Dulung-Bartole,,,
Dulung-Dandatole-52_stone-1,,Dulung-Dandatole,52_stone,laŋṭʌk,laŋṭʌk,l a ŋ + ʈ ʌ + k,,Dulung,,,^l a ŋṭ ʌ k $,Dulung-Dandatole,,,
Dulung-Tharpu-52_stone-1,,Dulung-Tharpu,52_stone,lʌm,lʌm,l ʌ + m,,Dulung,,,^l ʌ m $,Dulung-Tharpu,,,
Dulung-Chaukibari-52_stone-1,,Dulung-Chaukibari,52_stone,luŋ,luŋ,l u + ŋ,,Dulung,,,^l u ŋ $,Dulung-Chaukibari,,,
Dulung-Bastim-52_stone-1,,Dulung-Bastim,52_stone,luŋ,luŋ,l u + ŋ,,Dulung,,,^l u ŋ $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-52_stone-1,,Ghale-Gurung-Mandre,52_stone,luŋ,luŋ,l u + ŋ,,Ghale-Gurung,,,^l u ŋ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-52_stone-1,,Ghale-Gurung-Barpak1,52_stone,luŋ,luŋ,l u + ŋ,,Ghale-Gurung,,,^l u ŋ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-52_stone-1,,Ghale-Gurung-Barpak2,52_stone,luŋ,luŋ,l u + ŋ,,Ghale-Gurung,,,^l u ŋ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-52_stone-1,,Ghale-Gurung-Laprak,52_stone,lʌŋ,lʌŋ,l ʌ + ŋ,,Ghale-Gurung,,,^l ʌ ŋ $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-52_stone-1,,Ghale-Gurung-Gumda,52_stone,lʌŋ,lʌŋ,l ʌ + ŋ,,Ghale-Gurung,,,^l ʌ ŋ $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-52_stone-1,,Gurung-Sirubari,52_stone,jopa,jopa,j o + p a,,Gurung,,,^j o p a $,Gurung-Sirubari,,,
Gurung-Pokhara-52_stone-1,,Gurung-Pokhara,52_stone,juma,juma,j u + m a,,Gurung,,,^j u m a $,Gurung-Pokhara,,,
Gurung-Sikles-52_stone-1,,Gurung-Sikles,52_stone,juma,juma,j u + m a,,Gurung,,,^j u m a $,Gurung-Sikles,,,
Gurung-Khasur-52_stone-1,,Gurung-Khasur,52_stone,juma,juma,j u + m a,,Gurung,,,^j u m a $,Gurung-Khasur,,,
Gurung-Bhujung-52_stone-1,,Gurung-Bhujung,52_stone,juma,juma,j u + m a,,Gurung,,,^j u m a $,Gurung-Bhujung,,,
Jirel-Sikri-52_stone-1,,Jirel-Sikri,52_stone,do,do,d o,,Jirel,,,^d o $,Jirel-Sikri,,,
Jirel-Kharoban-52_stone-1,,Jirel-Kharoban,52_stone,do,do,d o,,Jirel,,,^d o $,Jirel-Kharoban,,,
Jirel-Chhetrapa-52_stone-1,,Jirel-Chhetrapa,52_stone,do,do,d o,,Jirel,,,^d o $,Jirel-Chhetrapa,,,
Jirel-Yarsa-52_stone-1,,Jirel-Yarsa,52_stone,do,do,d o,,Jirel,,,^d o $,Jirel-Yarsa,,,
Athpahariya-Santang-53_path-1,,Athpahariya-Santang,53_path,lambo,lambo,l a m + b o,,Athpahariya,,,^l a mb o $,Athpahariya-Santang,,,
Athpahariya-Tekunala-53_path-1,,Athpahariya-Tekunala,53_path,lambo,lambo,l a m + b o,,Athpahariya,,,^l a mb o $,Athpahariya-Tekunala,,,
Belhare-Guthitar-53_path-1,,Belhare-Guthitar,53_path,lambo,lambo,l a m + b o,,Athpahariya,,,^l a mb o $,Belhare-Guthitar,,,
Athpahariya-Khalde-53_path-1,,Athpahariya-Khalde,53_path,lambo,lambo,l a m + b o,,Athpahariya,,,^l a mb o $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-53_path-1,,Athpahariya-Hatiya,53_path,lambo,lambo,l a m + b o,,Athpahariya,,,^l a mb o $,Athpahariya-Hatiya,,,
Bantawa-Khoku-53_path-1,,Bantawa-Khoku,53_path,lam,lam,l a m,,Bantawa,,,^l a m$,Bantawa-Khoku,,,
Bantawa-Lungin-53_path-1,,Bantawa-Lungin,53_path,lam,lam,l a m,,Bantawa,,,^l a m$,Bantawa-Lungin,,,
Bantawa-Thidingkha-53_path-1,,Bantawa-Thidingkha,53_path,lam,lam,l a m,,Bantawa,,,^l a m$,Bantawa-Thidingkha,,,
Bantawa-Timma-53_path-1,,Bantawa-Timma,53_path,lam,lam,l a m,,Bantawa,,,^l a m$,Bantawa-Timma,,,
Bantawa-Okhre-53_path-1,,Bantawa-Okhre,53_path,lam,lam,l a m,,Bantawa,,,^l a m$,Bantawa-Okhre,,,
Belhare-Belhare-53_path-1,,Belhare-Belhare,53_path,lambu,lambu,l a m + b u,,Belhare,,,^l a mb u $,Belhare-Belhare,,,
Belhare-Piple-53_path-1,,Belhare-Piple,53_path,lambu,lambu,l a m + b u,,Belhare,,,^l a mb u $,Belhare-Piple,,,
Belhare-Guthitar-53_path-2,,Belhare-Guthitar,53_path,lambo,lambo,l a m + b o,,Belhare,,,^l a mb o $,Belhare-Guthitar,,,
Belhare-Rudrabari-53_path-1,,Belhare-Rudrabari,53_path,lambu,lambu,l a m + b u,,Belhare,,,^l a mb u $,Belhare-Rudrabari,,,
Chamling-Hadunge-53_path-1,,Chamling-Hadunge,53_path,lam,lam,l a m,,Chamling,,,^l a m$,Chamling-Hadunge,,,
Chamling-Halesi-53_path-1,,Chamling-Halesi,53_path,lam,lam,l a m,,Chamling,,,^l a m$,Chamling-Halesi,,,
Chamling-Ratanchha-53_path-1,,Chamling-Ratanchha,53_path,lam,lam,l a m,,Chamling,,,^l a m$,Chamling-Ratanchha,,,
Chamling-Balamta-53_path-1,,Chamling-Balamta,53_path,lam,lam,l a m,,Chamling,,,^l a m$,Chamling-Balamta,,,
Chamling-Aaptar-53_path-1,,Chamling-Aaptar,53_path,lam,lam,l a m,,Chamling,,,^l a m$,Chamling-Aaptar,,,
Chintang-ChaudhariTole-53_path-1,,Chintang-ChaudhariTole,53_path,lambu,lambu,l a m + b u,,Chintang,,,^l a mb u $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-53_path-1,,Chintang-Mulgaun,53_path,lambu,lambu,l a m + b u,,Chintang,,,^l a mb u $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-53_path-1,,Chintang-Nangchhuwa,53_path,lambu,lambu,l a m + b u,,Chintang,,,^l a mb u $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-53_path-1,,Chintang-Mangthana,53_path,lambu,lambu,l a m + b u,,Chintang,,,^l a mb u $,Chintang-Mangthana,,,
Chintang-Chambak-53_path-1,,Chintang-Chambak,53_path,lambu,lambu,l a m + b u,,Chintang,,,^l a mb u $,Chintang-Chambak,,,
Chulung-Barbhanjyang-53_path-1,,Chulung-Barbhanjyang,53_path,lambu,lambu,l a m + b u,,Chulung,,,^l a mb u $,Chulung-Barbhanjyang,,,
Chulung-Gairi-53_path-1,,Chulung-Gairi,53_path,lambu,lambu,l a m + b u,,Chulung,,,^l a mb u $,Chulung-Gairi,,,
Chulung-Pakha-53_path-1,,Chulung-Pakha,53_path,lambu,lambu,l a m + b u,,Chulung,,,^l a mb u $,Chulung-Pakha,,,
Chulung-Pokla-53_path-1,,Chulung-Pokla,53_path,lambu,lambu,l a m + b u,,Chulung,,,^l a mb u $,Chulung-Pokla,,,
Chulung-Sukeahal-53_path-1,,Chulung-Sukeahal,53_path,lambu,lambu,l a m + b u,,Chulung,,,^l a mb u $,Chulung-Sukeahal,,,
Dhimal-West-53_path-1,,Dhimal-West,53_path,dama,dama,d a + m a,,Dhimal,,,^d a m a $,Dhimal-West,,,
Dhimal-East-53_path-1,,Dhimal-East,53_path,dama,dama,d a + m a,,Dhimal,,,^d a m a $,Dhimal-East,,,
Dulung-Bartole-53_path-1,,Dulung-Bartole,53_path,lam,lam,l a + m,,Dulung,,,^l a m $,Dulung-Bartole,,,
Dulung-Dandatole-53_path-1,,Dulung-Dandatole,53_path,lam,lam,l a + m,,Dulung,,,^l a m $,Dulung-Dandatole,,,
Dulung-Tharpu-53_path-1,,Dulung-Tharpu,53_path,pʌkhʌ,pʌkhʌ,p ʌ + kʰ ʌ,,Dulung,,,^p ʌ kh ʌ $,Dulung-Tharpu,,,
Dulung-Chaukibari-53_path-1,,Dulung-Chaukibari,53_path,lam,lam,l a + m,,Dulung,,,^l a m $,Dulung-Chaukibari,,,
Dulung-Bastim-53_path-1,,Dulung-Bastim,53_path,lʌm,lʌm,l ʌ + m,,Dulung,,,^l ʌ m $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-53_path-1,,Ghale-Gurung-Mandre,53_path,lʌm,lʌm,l ʌ + m,,Ghale-Gurung,,,^l ʌ m $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-53_path-1,,Ghale-Gurung-Barpak1,53_path,lʌm/lam,lʌm,l ʌ + m,,Ghale-Gurung,,,^l ʌ m $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak1-53_path-2,,Ghale-Gurung-Barpak1,53_path,lʌm/lam,lam,l a + m,,Ghale-Gurung,,,^l a m $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-53_path-1,,Ghale-Gurung-Barpak2,53_path,lʌm,lʌm,l ʌ + m,,Ghale-Gurung,,,^l ʌ m $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-53_path-1,,Ghale-Gurung-Laprak,53_path,lam,lam,l a + m,,Ghale-Gurung,,,^l a m $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-53_path-1,,Ghale-Gurung-Gumda,53_path,lam,lam,l a + m,,Ghale-Gurung,,,^l a m $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-53_path-1,,Gurung-Sirubari,53_path,kjã,kjã,k j ã,,Gurung,,,^kj ã $,Gurung-Sirubari,,,
Gurung-Pokhara-53_path-1,,Gurung-Pokhara,53_path,kjã,kjã,k j ã,,Gurung,,,^kj ã $,Gurung-Pokhara,,,
Gurung-Sikles-53_path-1,,Gurung-Sikles,53_path,kja,kja,k j a,,Gurung,,,^kj a $,Gurung-Sikles,,,
Gurung-Khasur-53_path-1,,Gurung-Khasur,53_path,kjã,kjã,k j ã,,Gurung,,,^kj ã $,Gurung-Khasur,,,
Gurung-Bhujung-53_path-1,,Gurung-Bhujung,53_path,kjã,kjã,k j ã,,Gurung,,,^kj ã $,Gurung-Bhujung,,,
Jirel-Sikri-53_path-1,,Jirel-Sikri,53_path,lam,lam,l a + m,,Jirel,,,^l a m $,Jirel-Sikri,,,
Jirel-Kharoban-53_path-1,,Jirel-Kharoban,53_path,lam,lam,l a + m,,Jirel,,,^l a m $,Jirel-Kharoban,,,
Jirel-Chhetrapa-53_path-1,,Jirel-Chhetrapa,53_path,lam,lam,l a + m,,Jirel,,,^l a m $,Jirel-Chhetrapa,,,
Jirel-Yarsa-53_path-1,,Jirel-Yarsa,53_path,lam,lam,l a + m,,Jirel,,,^l a m $,Jirel-Yarsa,,,
Athpahariya-Santang-54_sand-1,,Athpahariya-Santang,54_sand,baluwa,baluwa,b a + l u + w a,,Athpahariya,,,^b a l u w a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-54_sand-1,,Athpahariya-Tekunala,54_sand,baluwa,baluwa,b a + l u + w a,,Athpahariya,,,^b a l u w a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-54_sand-1,,Belhare-Guthitar,54_sand,baluwa,baluwa,b a + l u + w a,,Athpahariya,,,^b a l u w a $,Belhare-Guthitar,,,
Athpahariya-Khalde-54_sand-1,,Athpahariya-Khalde,54_sand,baluwa,baluwa,b a + l u + w a,,Athpahariya,,,^b a l u w a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-54_sand-1,,Athpahariya-Hatiya,54_sand,baluwat,baluwat,b a + l u + w a + t,,Athpahariya,,,^b a l u w a t $,Athpahariya-Hatiya,,,
Bantawa-Khoku-54_sand-1,,Bantawa-Khoku,54_sand,bakha,bakha,b a + kʰ a,,Bantawa,,,^b a kh a $,Bantawa-Khoku,,,
Bantawa-Lungin-54_sand-1,,Bantawa-Lungin,54_sand,baluwa,baluwa,b a + l u + w a,,Bantawa,,,^b a l u w a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-54_sand-1,,Bantawa-Thidingkha,54_sand,baluwa,baluwa,b a + l u + w a,,Bantawa,,,^b a l u w a $,Bantawa-Thidingkha,,,
Bantawa-Timma-54_sand-1,,Bantawa-Timma,54_sand,baluwa,baluwa,b a + l u + w a,,Bantawa,,,^b a l u w a $,Bantawa-Timma,,,
Bantawa-Okhre-54_sand-1,,Bantawa-Okhre,54_sand,baluwa,baluwa,b a + l u + w a,,Bantawa,,,^b a l u w a $,Bantawa-Okhre,,,
Belhare-Belhare-54_sand-1,,Belhare-Belhare,54_sand,baluwa,baluwa,b a + l u + w a,,Belhare,,,^b a l u w a $,Belhare-Belhare,,,
Belhare-Piple-54_sand-1,,Belhare-Piple,54_sand,baluwa,baluwa,b a + l u + w a,,Belhare,,,^b a l u w a $,Belhare-Piple,,,
Belhare-Guthitar-54_sand-2,,Belhare-Guthitar,54_sand,baluwa,baluwa,b a + l u + w a,,Belhare,,,^b a l u w a $,Belhare-Guthitar,,,
Belhare-Rudrabari-54_sand-1,,Belhare-Rudrabari,54_sand,baluwa,baluwa,b a + l u + w a,,Belhare,,,^b a l u w a $,Belhare-Rudrabari,,,
Chamling-Hadunge-54_sand-1,,Chamling-Hadunge,54_sand,phrelʌiluŋ,phrelʌiluŋ,pʰ r e + l ʌi + l u ŋ,,Chamling,,,^phr e l ʌi l u ŋ$,Chamling-Hadunge,,,
Chamling-Halesi-54_sand-1,,Chamling-Halesi,54_sand,phrelʌiluŋ,phrelʌiluŋ,pʰ r e + l ʌi + l u ŋ,,Chamling,,,^phr e l ʌi l u ŋ$,Chamling-Halesi,,,
Chamling-Ratanchha-54_sand-1,,Chamling-Ratanchha,54_sand,sjampuikha,sjampuikha,s j a m + p ui + kʰ a,,Chamling,,,^sj a mp ui kh a $,Chamling-Ratanchha,,,
Chamling-Balamta-54_sand-1,,Chamling-Balamta,54_sand,phrelʌiluŋ,phrelʌiluŋ,pʰ r e + l ʌi + l u ŋ,,Chamling,,,^phr e l ʌi l u ŋ$,Chamling-Balamta,,,
Chamling-Aaptar-54_sand-1,,Chamling-Aaptar,54_sand,balwa,balwa,b a l + w a,,Chamling,,,^b a lw a $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-54_sand-1,,Chintang-ChaudhariTole,54_sand,bagara,bagara,b a + g a + r a,,Chintang,,,^b a g a r a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-54_sand-1,,Chintang-Mulgaun,54_sand,bagara,bagara,b a + g a + r a,,Chintang,,,^b a g a r a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-54_sand-1,,Chintang-Nangchhuwa,54_sand,bagara,bagara,b a + g a + r a,,Chintang,,,^b a g a r a $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-54_sand-1,,Chintang-Mangthana,54_sand,bagara,bagara,b a + g a + r a,,Chintang,,,^b a g a r a $,Chintang-Mangthana,,,
Chintang-Chambak-54_sand-1,,Chintang-Chambak,54_sand,bagara,bagara,b a + g a + r a,,Chintang,,,^b a g a r a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-54_sand-1,,Chulung-Barbhanjyang,54_sand,serekwa,serekwa,s e + r e k + w a,,Chulung,,,^s e r e kw a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-54_sand-1,,Chulung-Gairi,54_sand,serekwa,serekwa,s e + r e k + w a,,Chulung,,,^s e r e kw a $,Chulung-Gairi,,,
Chulung-Pakha-54_sand-1,,Chulung-Pakha,54_sand,serekwa,serekwa,s e + r e k + w a,,Chulung,,,^s e r e kw a $,Chulung-Pakha,,,
Chulung-Pokla-54_sand-1,,Chulung-Pokla,54_sand,serekwa,serekwa,s e + r e k + w a,,Chulung,,,^s e r e kw a $,Chulung-Pokla,,,
Chulung-Sukeahal-54_sand-1,,Chulung-Sukeahal,54_sand,serekwa,serekwa,s e + r e k + w a,,Chulung,,,^s e r e kw a $,Chulung-Sukeahal,,,
Dhimal-West-54_sand-1,,Dhimal-West,54_sand,balʰe,balʰe,b a + lʰ e,,Dhimal,,,^b a lʰ e $,Dhimal-West,,,
Dhimal-East-54_sand-1,,Dhimal-East,54_sand,balu,balu,b a + l u,,Dhimal,,,^b a l u $,Dhimal-East,,,
Dulung-Bartole-54_sand-1,,Dulung-Bartole,54_sand,bʌlout̺a,bʌlout̺a,b ʌ + l ou + t a,,Dulung,,,^b ʌ l ou t̺ a $,Dulung-Bartole,,,
Dulung-Dandatole-54_sand-1,,Dulung-Dandatole,54_sand,bʌlout̺a,bʌlout̺a,b ʌ + l ou + t a,,Dulung,,,^b ʌ l ou t̺ a $,Dulung-Dandatole,,,
Dulung-Tharpu-54_sand-1,,Dulung-Tharpu,54_sand,baluwa,baluwa,b a + l u + w a,,Dulung,,,^b a l u w a $,Dulung-Tharpu,,,
Dulung-Chaukibari-54_sand-1,,Dulung-Chaukibari,54_sand,pakh,pakh,p a kʰ,,Dulung,,,^p a kh$,Dulung-Chaukibari,,,
Dulung-Bastim-54_sand-1,,Dulung-Bastim,54_sand,sʌregwa,sʌregwa,s ʌ + r e g + w a,,Dulung,,,^s ʌ r e gw a $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-54_sand-1,,Ghale-Gurung-Mandre,54_sand,pi:sʌ,pi:sʌ,p iː + s ʌ,,Ghale-Gurung,,,^p i: s ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-54_sand-1,,Ghale-Gurung-Barpak1,54_sand,bi:sʌ,bi:sʌ,b iː + s ʌ,,Ghale-Gurung,,,^b i: s ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-54_sand-1,,Ghale-Gurung-Barpak2,54_sand,pissʌ,pissʌ,p i s + s ʌ,,Ghale-Gurung,,,^p i ss ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-54_sand-1,,Ghale-Gurung-Laprak,54_sand,pisʌ,pisʌ,p i + s ʌ,,Ghale-Gurung,,,^p i s ʌ $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-54_sand-1,,Ghale-Gurung-Gumda,54_sand,pisɔ,pisɔ,p i + s ɔ,,Ghale-Gurung,,,^p i s ɔ $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-54_sand-1,,Gurung-Sirubari,54_sand,baluwa,baluwa,b a + l u + w a,,Gurung,,,^b a l u w a $,Gurung-Sirubari,,,
Gurung-Pokhara-54_sand-1,,Gurung-Pokhara,54_sand,baluwa,baluwa,b a + l u + w a,,Gurung,,,^b a l u w a $,Gurung-Pokhara,,,
Gurung-Sikles-54_sand-1,,Gurung-Sikles,54_sand,sʌpi,sʌpi,s ʌ + p i,,Gurung,,,^s ʌ p i $,Gurung-Sikles,,,
Gurung-Khasur-54_sand-1,,Gurung-Khasur,54_sand,baluwa,baluwa,b a + l u + w a,,Gurung,,,^b a l u w a $,Gurung-Khasur,,,
Gurung-Bhujung-54_sand-1,,Gurung-Bhujung,54_sand,baluwa,baluwa,b a + l u + w a,,Gurung,,,^b a l u w a $,Gurung-Bhujung,,,
Jirel-Sikri-54_sand-1,,Jirel-Sikri,54_sand,baluwa,baluwa,b a + l u + w a,,Jirel,,,^b a l u w a $,Jirel-Sikri,,,
Jirel-Kharoban-54_sand-1,,Jirel-Kharoban,54_sand,baluwa,baluwa,b a + l u + w a,,Jirel,,,^b a l u w a $,Jirel-Kharoban,,,
Jirel-Chhetrapa-54_sand-1,,Jirel-Chhetrapa,54_sand,baluwa,baluwa,b a + l u + w a,,Jirel,,,^b a l u w a $,Jirel-Chhetrapa,,,
Jirel-Yarsa-54_sand-1,,Jirel-Yarsa,54_sand,baluwa,baluwa,b a + l u + w a,,Jirel,,,^b a l u w a $,Jirel-Yarsa,,,
Athpahariya-Santang-55_fire-1,,Athpahariya-Santang,55_fire,mi,mi,m i,,Athpahariya,,,^m i $,Athpahariya-Santang,,,
Athpahariya-Tekunala-55_fire-1,,Athpahariya-Tekunala,55_fire,mhi,mhi,m̥ i,,Athpahariya,,,^mh i $,Athpahariya-Tekunala,,,
Belhare-Guthitar-55_fire-1,,Belhare-Guthitar,55_fire,mi,mi,m i,,Athpahariya,,,^m i $,Belhare-Guthitar,,,
Athpahariya-Khalde-55_fire-1,,Athpahariya-Khalde,55_fire,mi,mi,m i,,Athpahariya,,,^m i $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-55_fire-1,,Athpahariya-Hatiya,55_fire,mi,mi,m i,,Athpahariya,,,^m i $,Athpahariya-Hatiya,,,
Bantawa-Khoku-55_fire-1,,Bantawa-Khoku,55_fire,mi,mi,m i,,Bantawa,,,^m i $,Bantawa-Khoku,,,
Bantawa-Lungin-55_fire-1,,Bantawa-Lungin,55_fire,mi,mi,m i,,Bantawa,,,^m i $,Bantawa-Lungin,,,
Bantawa-Thidingkha-55_fire-1,,Bantawa-Thidingkha,55_fire,mi,mi,m i,,Bantawa,,,^m i $,Bantawa-Thidingkha,,,
Bantawa-Timma-55_fire-1,,Bantawa-Timma,55_fire,mi,mi,m i,,Bantawa,,,^m i $,Bantawa-Timma,,,
Bantawa-Okhre-55_fire-1,,Bantawa-Okhre,55_fire,mi,mi,m i,,Bantawa,,,^m i $,Bantawa-Okhre,,,
Belhare-Belhare-55_fire-1,,Belhare-Belhare,55_fire,mi,mi,m i,,Belhare,,,^m i $,Belhare-Belhare,,,
Belhare-Piple-55_fire-1,,Belhare-Piple,55_fire,mi,mi,m i,,Belhare,,,^m i $,Belhare-Piple,,,
Belhare-Guthitar-55_fire-2,,Belhare-Guthitar,55_fire,mi,mi,m i,,Belhare,,,^m i $,Belhare-Guthitar,,,
Belhare-Rudrabari-55_fire-1,,Belhare-Rudrabari,55_fire,mi,mi,m i,,Belhare,,,^m i $,Belhare-Rudrabari,,,
Chamling-Hadunge-55_fire-1,,Chamling-Hadunge,55_fire,mi,mi,m i,,Chamling,,,^m i $,Chamling-Hadunge,,,
Chamling-Halesi-55_fire-1,,Chamling-Halesi,55_fire,mi,mi,m i,,Chamling,,,^m i $,Chamling-Halesi,,,
Chamling-Ratanchha-55_fire-1,,Chamling-Ratanchha,55_fire,mi,mi,m i,,Chamling,,,^m i $,Chamling-Ratanchha,,,
Chamling-Balamta-55_fire-1,,Chamling-Balamta,55_fire,mi,mi,m i,,Chamling,,,^m i $,Chamling-Balamta,,,
Chamling-Aaptar-55_fire-1,,Chamling-Aaptar,55_fire,mi,mi,m i,,Chamling,,,^m i $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-55_fire-1,,Chintang-ChaudhariTole,55_fire,mi,mi,m i,,Chintang,,,^m i $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-55_fire-1,,Chintang-Mulgaun,55_fire,mi,mi,m i,,Chintang,,,^m i $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-55_fire-1,,Chintang-Nangchhuwa,55_fire,mi,mi,m i,,Chintang,,,^m i $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-55_fire-1,,Chintang-Mangthana,55_fire,mi,mi,m i,,Chintang,,,^m i $,Chintang-Mangthana,,,
Chintang-Chambak-55_fire-1,,Chintang-Chambak,55_fire,mi,mi,m i,,Chintang,,,^m i $,Chintang-Chambak,,,
Chulung-Barbhanjyang-55_fire-1,,Chulung-Barbhanjyang,55_fire,mi,mi,m i,,Chulung,,,^m i $,Chulung-Barbhanjyang,,,
Chulung-Gairi-55_fire-1,,Chulung-Gairi,55_fire,mi,mi,m i,,Chulung,,,^m i $,Chulung-Gairi,,,
Chulung-Pakha-55_fire-1,,Chulung-Pakha,55_fire,mi,mi,m i,,Chulung,,,^m i $,Chulung-Pakha,,,
Chulung-Pokla-55_fire-1,,Chulung-Pokla,55_fire,mi,mi,m i,,Chulung,,,^m i $,Chulung-Pokla,,,
Chulung-Sukeahal-55_fire-1,,Chulung-Sukeahal,55_fire,mi,mi,m i,,Chulung,,,^m i $,Chulung-Sukeahal,,,
Dhimal-West-55_fire-1,,Dhimal-West,55_fire,me,me,m e,,Dhimal,,,^m e $,Dhimal-West,,,
Dhimal-East-55_fire-1,,Dhimal-East,55_fire,me,me,m e,,Dhimal,,,^m e $,Dhimal-East,,,
Dulung-Bartole-55_fire-1,,Dulung-Bartole,55_fire,m̤i,m̤i,mʱ i,,Dulung,,,^m̤ i $,Dulung-Bartole,,,
Dulung-Dandatole-55_fire-1,,Dulung-Dandatole,55_fire,m̤i,m̤i,mʱ i,,Dulung,,,^m̤ i $,Dulung-Dandatole,,,
Dulung-Tharpu-55_fire-1,,Dulung-Tharpu,55_fire,mi,mi,m i,,Dulung,,,^m i $,Dulung-Tharpu,,,
Dulung-Chaukibari-55_fire-1,,Dulung-Chaukibari,55_fire,m̤i,m̤i,mʱ i,,Dulung,,,^m̤ i $,Dulung-Chaukibari,,,
Dulung-Bastim-55_fire-1,,Dulung-Bastim,55_fire,m̤i,m̤i,mʱ i,,Dulung,,,^m̤ i $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-55_fire-1,,Ghale-Gurung-Mandre,55_fire,mi,mi,m i,,Ghale-Gurung,,,^m i $,Ghale-Gurung-Mandre,,,
