Grapheme	IPA	Frequency	Examples	Languages
^a	a	64	aba//aba	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^l	l	56	lem//lem	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^k	k	54	keŋ//keŋ	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
s	+ s	54	kosi//kosi	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^p	p	54	popola//popola	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ǝ	ǝ	52	hǝtkela//hǝtkela	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^c	c	51	curi//curi	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
b	+ b	50	ʈɨmbɨrɨk//ʈtɨmbɨrɨk	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
p	+ p	46	lupmi//lupmi	Mangthana/Chaudhari Tole/Nangchhuwa/Chambak/Mulgaun
^ṭ	ṭ	40	ṭaŋ//ṭaŋwa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ṭ	+ ṭ	40	luŋṭa//luŋṭa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ch	ch	37	chati//chati	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ph	ph	35	phurum//phurum	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ə	ə	33	gəhu//gəhu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
j	+ j	31	teji//ṭeji	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
d	+ d	30	namdoruŋ//namdoruŋ	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^w	w	30	weiʔ//weiʔ	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^kh	kh	29	khim//khim	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ch	+ ch	28	puchak//puchak	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^dz	dz	25	dziu//dziu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ph	+ ph	25	ṭaŋphuwa//ṭaŋphuʔwa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
t	+ t	25	chati//chati	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
kh	+ kh	25	mukh//mukh	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ei$	ei	23	tei//ṭei	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
mm	+ mm	22	himma//himma	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ai$	ai	22	pai//pai	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ŋs	+ ŋs	21	wapokṭaŋse//wapokṭaŋse	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^dh	dh	20	dhuri//dhuri	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^d	d	20	duwari//dwari	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^u	u	19	uŋʔmale//uŋʔmale	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^j	j	18	jaŋguli//jaŋguli	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ui$	ui	17	kuina//kuina	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ṭh	+ ṭh	16	laṭhiba//laṭhiba	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^t	t	13	tɨmbɨrɨk//tɨmbɨrɨk	Mangthana/Chaudhari Tole/Nangchhuwa/Chambak/Mulgaun
^th	th	12	thurum//thurum	Chambak/Nangchhuwa/Chaudhari Tole
^r	r	12	ruphawa//ruphawa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ŋ	ŋ	10	ŋalɨŋ//ŋalɨŋ	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ṭṭ	+ ṭṭ	10	huṭṭe//huṭṭe	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^e	e	10	egharəgeḍa//egharəgeḍa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ṭh	ṭh	9	ṭhekha//ṭhekha	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
kk	+ kk	8	hokkogo//hokkogo	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ʈ	ʈ	7	ʈɨmbɨrɨk//ʈtɨmbɨrɨk	Mangthana/Chambak/Chaudhari Tole/Mulgaun
^ḍ	ḍ	7	ḍwari//ḍwari	Mangthana/Chaudhari Tole/Nangchhuwa/Chambak/Mulgaun
ṭh$	ṭh	7	uṭhep//uṭhep	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
th	+ th	6	wathi//namtha	Chaudhari Tole/Chambak/Nangchhuwa/Mulgaun
au$	au	6	sauwa//chau	Mangthana/Chaudhari Tole/Nangchhuwa/Chambak/Mulgaun
cc	+ cc	6	piccu//hicce	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
iu$	iu	5	dziu//dziu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^ã	ã	5	ãba//ãba	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^g	g	5	gəhu//gəhu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
h	+ h	5	gəhu//gəhu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
əu$	əu	5	dzəu//dzəu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
dz	+ dz	5	pjadz//pjadzu	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
nn$	nn	5	anne//anne	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
eu$	eu	5	beuwa//beuwa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ms	+ ms	5	somse//somse	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
əue	əue	5	nəueḍa//nəueḍa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
gh$	gh	5	egharəgeḍa//egharəgeḍa	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ks$	ks	5	eksəye//eksəyə	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ai	ai	5	dzǝmmai//dzǝmmai	Chambak/Nangchhuwa/Chaudhari Tole/Mulgaun
ʔs	+ ʔs	5	sɨŋsawaluŋʔse//suŋsawaluʔse	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
^i	i	5	imma//imma	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
mm$	mm	5	imma//imma	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
i:$	i:	5	pi:ma//pi:ma	Mangthana/Nangchhuwa/Chaudhari Tole/Chambak/Mulgaun
ss	+ ss	4	nassa//nassa	Mangthana/Mulgaun
ch$	ch	4	achawa//achawu	Mangthana/Nangchhuwa/Chambak/Chaudhari Tole
oi$	oi	3	choiʔ//choiʔ	Chambak/Nangchhuwa/Chaudhari Tole
bh$	bh	3	ubheni//ubheni	Mangthana/Nangchhuwa/Chaudhari Tole
ĩ	ĩ	3	pajĩ//pajĩ	Chambak/Nangchhuwa/Chaudhari Tole
əye$	əye	3	eksəye//eksəye	Chambak/Nangchhuwa/Chaudhari Tole
oi	oi	3	hakoi//hakoi	Chambak/Nangchhuwa/Chaudhari Tole
ḍh	+ ḍh	3	bǝḍḍhe//bǝḍḍhe	Chambak/Nangchhuwa/Chaudhari Tole
uĩ$	uĩ	3	huĩ//huĩ	Mangthana/Chaudhari Tole/Mulgaun
ls	+ ls	2	mɨkɨlsi//mɨkɨlsi	Mangthana/Mulgaun
ua	ua	2	cheʔmua//cheʔmua	Chambak/Chaudhari Tole
^gh	gh	2	ghǝnǝ//ghǝnǝ	Mangthana/Mulgaun
gh	+ gh	2	luŋghek//luŋghek	Mangthana/Mulgaun
bh	+ bh	2	rambheḍa//rambheḍa	Mangthana/Mulgaun
dh	+ dh	2	dudha//dudha	Mangthana/Mulgaun
ph$	ph	2	aphe//aphe	Chambak/Chaudhari Tole
^bh	bh	2	bheni//bheni	Chambak/Mulgaun
əyə$	əyə	2	eksəyə//eksəyə	Mangthana/Mulgaun
ǝi	ǝi	2	dzǝmmǝi//dzǝmmǝi	Mangthana/Mulgaun
ḍḍ	+ ḍḍ	2	baḍḍe//baḍḍe	Mangthana/Mulgaun
+	+ +	2	miʔmaiʔ pasjaŋse//miʔmaiʔ pasjaŋse	Chambak/Mulgaun
dʰ	+ dʰ	1	dudʰa	Chaudhari Tole
ŋw	ŋ w	6	ṭ a ŋ w a//ṭ a ŋ w a	
ŋph	ŋ ph	5	ṭ a ŋ ph u w a//ṭ a ŋ ph u ʔ w a	
ʔw	ʔ w	5	ṭ a ŋ ph u ʔ w a//ṭ a ŋ ph u ʔ w a	
tk	t k	5	h ǝ t k e l a//h ǝ t k e l a	
ŋg	ŋ g	32	j a ŋ g u l i//j a ŋ g u l i	
mb	m b	12	ʈ ɨ m b ɨ r ɨ k//ʈ t ɨ m b ɨ r ɨ k	
^ʈt	^ ʈ t	2	ʈ t ɨ m b ɨ r ɨ k//ʈ t ɨ m b ɨ r ɨ k	
ʔm	ʔ m	26	ch e ʔ m ua//ch e ʔ m u w a	
^dw	^ d w	2	d w a r i//d w a r i	
^ḍw	^ ḍ w	2	ḍ w a r i//ḍ w a r i	
mph	m ph	5	t a m ph e k m a//t a m ph e k m a	
km	k m	13	t a m ph e k m a//t a m ph e k m a	
rc	r c	10	m a r c i n u ŋ ʔ m a//m a r c i n u ŋ ʔ m a	
ŋʔm	ŋ ʔ m	10	m a r c i n u ŋ ʔ m a//m a r c i n u ŋ ʔ m a	
rt	r t	3	m a r t o l//m a r t o l	
nḍ	n ḍ	21	ph a n ḍ i//ph a n ḍ i	
pm	p m	8	l u p m i//l u p m i	
kc	k c	10	m u k c e k kh e k//m u k c e k kh e k	
kkh	k kh	5	m u k c e k kh e k//m u k c e k kh e k	
md	m d	3	n a m d o r u ŋ//n a m d o r u ŋ	
mc	m c	9	n a m c o k//n a m c o k	
mp	m p	3	n a m p e t e r e ŋ//n a m p e t e r e ŋ	
ŋṭ	ŋ ṭ	8	l u ŋ ṭ a//l u ŋ ṭ a	
ŋgh	ŋ gh	2	l u ŋ gh e k//l u ŋ gh e k	
ŋkh	ŋ kh	5	ṭ ɨ ŋ kh ɨ w a//ṭ ɨ ŋ kh ɨ w a	
lph	l ph	5	ph ǝ l ph u l//ph ǝ l ph u l	
kl	k l	5	n a k l a s i//n a k l a s i	
rd	r d	5	h ə r d i//h ə r d i	
^pj	^ p j	5	p j a dz//p j a dz u	
mbh	m bh	2	r a m bh e ḍ a//r a m bh e ḍ a	
nd	n d	15	b a n d a k o p i//b a n d a k o p i	
khr	kh r	5	b a kh r a//b a kh r a	
ŋk	ŋ k	3	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
ŋm	ŋ m	20	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
kj	k j	2	c i k j a ŋ//c i k j a ŋ	
nn	nn	5	a nn e//a nn e	
mṭh	m ṭh	5	n a m ṭh a//n a m ṭh a	
mth	m th	5	n a m th a//n a m th a	
rkh	r kh	5	b ǝ r kh a//b ǝ r kh a	
ʔn	ʔ n	5	u c u ʔ n u n o//u c u ʔ n u n o	
ṭn	ṭ n	3	u c i ṭ n o//u c i ṭ n o	
kṭ	k ṭ	10	w a p o k ṭ a ŋs e//w a p o k ṭ a ŋs e	
pṭ	p ṭ	6	c u p ṭ a ŋ//c u p ṭ a ŋ	
kʔn	k ʔ n	2	l ɨ k ʔ n o//l ɨ k ʔ n o	
mn	m n	3	s o m n o//s o m n o	
ṭṭh	ṭ ṭh	3	b u ṭ ṭh u r u mm a//b u ṭ ṭh u r u mm a	
ks	ks	5	e ks əye//e ks əyə	
nc	n c	11	h u n c e//h u n c e	
nṭ	n ṭ	5	h u n ṭ a k//h u n ṭ a k	
ḍḍh	ḍ ḍh	3	b ǝ ḍ ḍh e//b ǝ ḍ ḍh e	
ŋʔs	ŋ ʔs	3	s ɨ ŋs a w a l u ŋ ʔs e//s ɨ ŋs a w a l u ŋ ʔs e	
sj	s j	2	m i ʔ m ai ʔ + p a s j a ŋs e//m i ʔ m ai ʔ + p a s j a ŋs e	
