Grapheme	IPA	Frequency	Examples	Languages
au$	au	7	kauli//kauli	Piple/Guthitar/Belhara/Rudra bari
^yu	yu	7	yum//yum	Piple/Guthitar/Belhara/Rudra bari
ch$	ch	7	uchot//uchot	Piple/Guthitar/Belhara/Rudra bari
əu$	əu	6	həuwa//jəu	Piple/Belhara/Guthitar/Rudra bari
ms	+ ms	6	ʈamsereŋ//ʈamseriŋ	Piple/Guthitar/Belhara/Rudra bari
^ŋ	ŋ	6	ŋaʔlabu//ŋaʔlabu	Piple/Guthitar/Belhara/Rudra bari
^bh	bh	6	bhənta//bhənta	Piple/Belhara/Rudra bari
^ṭ	ṭ	6	ṭoŋghyaŋ//ṭoŋghyaŋ	Piple/Guthitar/Belhara/Rudra bari
iu$	iu	5	jiu//jiu	Piple/Guthitar/Belhara/Rudra bari
ǝ	ǝ	5	hǝʔwa//rǝŋgǝba	Piple/Belhara/Rudra bari
ũ	ũ	5	gəhũ//gəhũ	Piple/Guthitar/Belhara/Rudra bari
u:$	u:	5	pu:cha//ʈu:ba	Piple/Rudra bari
ŋs	+ ŋs	5	phyaŋsaŋ//pheŋsaŋ	Piple/Guthitar/Belhara/Rudra bari
əi	əi	5	səbəi//səbəi	Piple/Belhara/Rudra bari
^nh	nh	4	nhabhak//nhubhek	Piple/Belhara/Rudra bari
ui$	ui	4	kuino//kuino	Piple/Guthitar/Belhara/Rudra bari
rs	+ rs	4	bərsə//bərsə	Piple/Guthitar/Belhara/Rudra bari
ãi$	ãi	4	khãikha//khãikha	Belhara/Rudra bari
iu	iu	4	liʔhiu//iṭiulo	Piple/Belhara/Rudra bari
th$	th	4	ath//ath	Piple/Guthitar/Belhara/Rudra bari
əũ$	əũ	4	nəũ//nəũ	Piple/Guthitar/Belhara/Rudra bari
ks$	ks	4	eksəy//eksəy	Piple/Guthitar/Belhara/Rudra bari
əy	əy	4	eksəy//eksəy	Piple/Guthitar/Belhara/Rudra bari
^ə	ə	3	əŋguthi//əŋguthi	Piple/Belhara/Rudra bari
^oe	oe	3	oeʔtae//oeʈʈayu	Piple/Belhara/Rudra bari
^ã	ã	3	ãmbiba//ãmbibu	Piple/Belhara/Rudra bari
ŋh	+ ŋh	3	maŋhuk//ṭoŋheŋ	Guthitar/Rudra bari
ia$	ia	3	miacha//miacha	Rudra bari
^ya	ya	3	yambicha acha//yambicha acha	Piple/Guthitar/Belhara
ayu	ayu	3	wayuʔwãha//wayuʔkhiŋe	Piple/Belhara/Rudra bari
yu	yu	3	yepheŋyuk//yeŋyu	Piple/Guthitar
ts	+ ts	2	cətsuŋgi//pãts	Piple/Guthitar
ae	ae	2	oeʔtae//oeʈʈae	Belhara/Rudra bari
ʈʈ$	ʈʈ	2	oeʈʈayu//oeʈʈae	Piple/Rudra bari
^aya	aya	2	ayambicha//ayambicha	Belhara
iyu	iyu	2	ciyu//hiyuba	Piple/Guthitar
^ei	ei	2	eikha//eikha	Piple/Guthitar
i:$	i:	2	ci:kha//ti:ma	Belhara/Rudra bari
^yãu	yãu	2	yãukha//yãukha	Belhara/Rudra bari
bb	+ bb	2	sobbe//sobbe	Guthitar
ei$	ei	2	heiʔyãhã//heiʔyãhã	Belhara/Rudra bari
yã	yã	2	heiʔyãhã//heiʔyãhã	Belhara/Rudra bari
mm$	mm	2	imma//imma	Guthitar/Belhara
ms$	ms	2	imsa//imseŋa	Piple/Rudra bari
phph	+ phph	1	lephpha	Belhara
oi	oi	1	hotroi	Belhara
^əu	əu	1	əuŋthi	Guthitar
eũ	eũ	1	lacheũwat	Piple
euə	euə	1	ləcheuət	Guthitar
ayu$	ayu	1	oeʈʈayu	Piple
dzh	+ dzh	1	namdzhilikpa	Guthitar
^ʈh	ʈh	1	ʈhabuʈ	Piple
^ŋh	ŋh	1	ŋhasa	Piple
ia	ia	1	ambiacha	Rudra bari
tsh	+ tsh	1	yembetsha	Guthitar
^mh	mh	1	mhechya	Guthitar
bh$	bh	1	ubheni	Guthitar
nn	+ nn	1	mədhyannə	Guthitar
əu	əu	1	uchəuwat	Belhara
əũ	əũ	1	uchəũwat	Piple
ãe$	ãe	1	khãekha	Piple
ãyũ	ãyũ	1	khãyũ	Guthitar
ãi	ãi	1	hũkhãini	Piple
ei	ei	1	chipheikha	Belhara
uyu	uyu	1	kuyu	Guthitar
tt	+ tt	1	inetto	Piple
^yo	yo	1	yoba	Belhara
^ei:	ei:	1	ei:kha	Rudra bari
ʔh	+ ʔh	1	liʔhiu	Piple
^yei	yei	1	yeika	Guthitar
oe$	oe	1	woeheʔmaluse	Piple
uu$	uu	1	huuŋka	Rudra bari
^h:	h:	1	h:kyaŋ	Belhara
ŋg	ŋ g	21	t a ŋ g e//t a ŋ g e k	
khph	kh ph	2	l e kh ph a//l e kh ph a	
kt	k t	7	m u k t e ŋ m a//m u k t e m + m a	
ŋm	ŋ m	13	m u k t e ŋ m a//ph a b e l e ŋ m a	
ʔkm	ʔ k m	5	ch o ʔ k m a s i k//tsh o ʔ k m a s i k	
km	k m	7	tsh o k m a s i k//u l u k m a	
ʔw	ʔ w	11	h ǝ ʔ w a//h o ʔ w a	
ʔm	ʔ m	5	l u ʔ m a//ch e ʔ m a	
ʔpm	ʔ p m	1	ch e ʔ p m a	
tm	t m	5	ch e t m a//ye t m a l u s e	
pm	p m	1	ch e p m a	
tr	t r	5	h o t r oi//h o t r ə	
nɖ	n ɖ	1	ph e n ɖ i	
nd	n d	10	ph e n d i k//ph e n d i k	
ʔk	ʔ k	13	s a ʔ k i//s a ʔ k i	
tn	t n	1	ch e ʔ k a t n i	
ŋth	ŋ th	1	əu ŋ th i	
ŋw	ŋ w	3	l ə ch e ŋ w a//u ch ə ŋ w a t	
ʔt	ʔ t	2	oe ʔ t ae//p e ʔ t	
ʈʈ	ʈʈ	2	oe ʈʈ ayu//oe ʈʈ ae	
rkh	r kh	1	b ə r kh a	
mk	m k	3	b i j u l i c ə m k ə n u//b i j u l i c ə m k ə n u	
mdzh	m dzh	1	n a m dzh i l i k p a	
kp	k p	2	n a m dzh i l i k p a//s i k p a ŋ	
ŋgh	ŋ gh	10	l u ŋ gh e k//l u ŋ gh e ʔ k	
ŋbh	ŋ bh	1	l u ŋ bh e k	
mb	m b	45	l a m b u//l a m b u	
ŋʈ	ŋ ʈ	3	s i ŋ ʈ ə ŋ//s i ŋ ʈ a ŋ	
ŋt	ŋ t	1	s i ŋ t a ŋ	
lph	l ph	4	ph ə l ph u l//ph ə l ph u l	
ʔl	ʔ l	3	ŋ a ʔ l a b u//ŋ a ʔ l a b u	
tl	t l	1	n a t l a b o	
nt	n t	3	bh ə n t a//bh ə n t a	
rc	r c	3	m a r c i//m a r c i	
rtc	r t c	1	m a r t c i	
rd	r d	1	h ə r d i	
lbh	l bh	2	g o l bh e ɖ a//g o l bh e ɖ a	
nʈ	n ʈ	1	r ə mm e n ʈ a	
mbh	m bh	1	r a m bh e ɖ a	
ʔch	ʔ ch	3	u ʔ ch o t//u ʔ ch ə w a t	
ŋgr	ŋ g r	2	p o ŋ g r o k//p o ŋ g r o k	
cch	c ch	1	p i c ch a	
pt	p t	5	h ə p t a//c + u p t a ŋ	
ʔkh	ʔ kh	3	w ayu ʔ kh i ŋ e//a ʔ kh a s a	
ʔkkh	ʔ k kh	1	w ayu ʔ k kh a r e	
ŋkh	ŋ kh	2	e ph e ŋ kh a//e ph e ŋ kh a	
ŋdh	ŋ dh	1	e ph e ŋ dh e ʔ	
kph	k ph	1	c i k ph e n dh e ʔ	
ndh	n dh	1	c i k ph e n dh e ʔ	
ʔn	ʔ n	4	ye ʔ n a//c i ʔ n a	
khr	kh r	4	m a kh r o k//m a kh r o k m a	
kkh	k kh	2	m a kh r e k kh a//a k kh a s a	
ŋb	ŋ b	1	ph a b e l e ŋ b a	
mg	m g	1	s u m g i r a	
rg	r g	3	c a r g i d a//c a r g i r a	
cg	c g	1	p ã c g i d a	
tg	t g	1	s a t g i d a	
ks	ks	4	e ks əy//e ks əy	
ʔʈ	ʔ ʈ	1	e ʔ ʈ i	
nb	n b	2	h e n b e l a//h e n b e l a	
ʔmb	ʔ m b	1	h e ʔ m b e l a	
nkh	n kh	1	i n kh a	
nch	n ch	9	u n ch i k//u n ch i k	
ʔṭkh	ʔ ṭ kh	1	h e ʔ ṭ kh a r e	
ṭkh	ṭ kh	1	h e ṭ kh a r e	
kl	k l	4	s a k l u m a//u s a k l u s e	
ʈm	ʈ m	1	s e ʈ m a	
nm	n m	3	p i n m a//p i n m a	
ʔtm	ʔ t m	1	kh a ʔ t m a	
tʔm	t ʔ m	1	h i t ʔ m a	
ŋk	ŋ k	9	h u ʔ u ŋ k a//u ŋ k a	
nk	n k	2	h a n k a//h a n k e	
^h:k	^ h: k	1	h: k ya ŋ	
