Grapheme	IPA	Frequency	Examples	Languages
^J	J	5	Jam//Jam	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
ms	+ ms	5	namso//namso	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
^g	g	5	ga//ga	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
^dz	dz	5	dzarak//dzarak	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
dh	+ dh	5	namdhuruŋ//namdhuruŋ	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
gh	+ gh	5	luŋgheʔwa//luŋgheʔwa	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
bh	+ bh	5	rambhenta//rambhenta	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
d̪	+ d̪	5	hərd̪i//hərd̪i	Pokla/Gairi/Suke-ahal/Barbhanjyang/Pakha
pp	+ pp	4	duppala//doppala	Suke-ahal/Pokla/Gairi
ia	ia	4	tipiaba//tipiaba	Suke-ahal/Pakha/Barbhanjyang/Pokla
ai$	ai	4	maihutpa//maihutpa	Pokla/Pakha/Barbhanjyang/Gairi
^o	o	4	ottəlok//ottolo	Suke-ahal/Pokla/Barbhanjyang/Gairi
tt$	tt	4	ottəlok//ottolo	Suke-ahal/Pokla/Barbhanjyang/Gairi
^u	u	4	untuke//untuke	Pokla/Pakha/Suke-ahal/Gairi
ls	+ ls	2	mɨkɨlsi//mɨkɨlsi	Barbhanjyang/Gairi
nn	+ nn	2	sonnuppa//hunne	Suke-ahal/Gairi
ɾ	+ ɾ	1	heɾe	Suke-ahal
ui$	ui	1	kuiro	Gairi
^i	i	1	itilok	Barbhanjyang
^e	e	1	eŋba	Suke-ahal
^dh	dh	1	dherɨk	Pakha
tt	+ tt	1	cittuba	Pokla
dd	+ dd	1	cidduba	Suke-ahal
ŋkh	ŋ kh	19	p o ŋ kh o r o k//p o ŋ kh o r o k	
nd	n d	15	ph e n d ɨ k//ph e n d ɨ k	
ʔŋ	ʔ ŋ	1	kh o c o ʔ ŋ a b a	
kl	k l	4	ŋ a k l a s i//ŋ a k l a s i	
ʔl	ʔ l	6	ŋ a ʔ l a s i//p o p a ʔ l a	
km	k m	24	m a k a c ɨ k m a//m a k a c ɨ k m a	
ʔw	ʔ w	41	r u ʔ w a//r u ʔ w a	
mph	m ph	15	t a m ph e k m a//t a m ph e k m a	
ŋw	ŋ w	10	s a ŋ w a//s a ŋ w a	
tm	t m	15	h u t m a//h u t m a	
cch	c ch	5	p i c ch a//p i c ch a	
rc	r c	5	m a r c a//m a r c a	
ŋg	ŋ g	39	a ŋ g a l e kk a//a ŋ g a l e kk a	
kw	k w	10	kh a m + s e r e k w a//kh a m + s e r e k w a	
ŋm	ŋ m	38	k e ŋ m a ch u k//k e ŋ m a ch u k	
kp	k p	4	j o b a k p a//l ɨ k p a	
phth	ph th	1	l a ph th a ŋ	
mb	m b	42	t ɨ m b ɨ r ɨ k//t ɨ m b ɨ r ɨ k	
ʔm	ʔ m	14	ŋ e ʔ m a l a ŋ//ŋ e ʔ m a l a ŋ	
pt	p t	6	t i p t e//c u p t a ŋ	
kn	k n	1	l ɨ k n e	
kt	k t	11	l ɨ k t e//m u k t e mm a	
tp	t p	4	m ai h u t p a//m ai h u t p a	
ŋb	ŋ b	11	j e ŋ b a//j e ŋ b a	
mc	m c	5	n a m c ɨ ŋ l e ʔ w a//n a m c ɨ ŋ l e ʔ w a	
ŋl	ŋ l	4	n a m c ɨ ŋ l e ʔ w a//n a m c ɨ ŋ l e ʔ w a	
nb	n b	9	th e ph e n b a//th e ph e n b a	
ŋk	ŋ k	5	k o ŋ k o ŋ m a//k o ŋ k o ŋ m a	
pm	p m	12	l u p m e n//l u p m e n	
tʔ	t ʔ	2	w e t ʔ//w e t ʔ	
lc	l c	5	h a l c ɨ k m a//h a l c ɨ k m a	
nt	n t	7	u n t u k e//u n t u k e	
mdh	m dh	5	n a m dh u r u ŋ//n a m dh u r u ŋ	
pd	p d	1	c ɨ p d u b a	
ŋgh	ŋ gh	5	l u ŋ gh e ʔ w a//l u ŋ gh e ʔ w a	
ʔj	ʔ j	4	w a ʔ j e m a + l u m a//w a ʔ j e m a + l u m a	
nm	n m	10	p e n m a//p e n m a	
gm	g m	2	c e g m a//c e g m a	
mbh	m bh	5	r a m bh e n t a//r a m bh e n t a	
ŋt	ŋ t	5	s ɨ ŋ t a ŋ//s ɨ ŋ t a ŋ	
rd̪	r d̪	5	h ə r d̪ i//h ə r d̪ i	
ʔmw	ʔ m w	4	ch e ʔ m w a//ch e ʔ m w a	
pmw	p m w	1	ch e p m w a	
gw	g w	1	h ɨ g w a	
