Grapheme	IPA	Frequency	Examples	Languages
^i:	i:	2	i:ka//i:ka	Dhimal East/Dhimal West
^ye	ye	2	yeʔ//yeʔ	Dhimal East/Dhimal West
gʰ$	gʰ	2	egʰarə//egʰarə	Dhimal East/Dhimal West
rʰ	+ rʰ	2	barʰə//barʰə	Dhimal East/Dhimal West
ae	ae	2	eʔ sae//eʔ sae	Dhimal East/Dhimal West
au	au	2	helau//helau	Dhimal East/Dhimal West
oi$	oi	2	bʰoika//bʰoi	Dhimal East/Dhimal West
^c	c	2	ciʔli//ciʔli	Dhimal East/Dhimal West
^mʰ	mʰ	2	mʰituli//mʰutuhi	Dhimal East/Dhimal West
ms	+ ms	1	tumsiŋ	Dhimal West
^ch	ch	1	chetso	Dhimal East
kk	+ kk	1	tsəkku	Dhimal West
^dh	dh	1	dhaba	Dhimal East
^aũ	aũ	1	aũTʰi	Dhimal West
Tʰ$	Tʰ	1	aũTʰi	Dhimal West
^⍰	⍰	1	⍰ŋthiŋ	Dhimal East
^B	B	1	Bijuli ts⍰mkili	Dhimal East
lʰ	+ lʰ	1	balʰe	Dhimal West
˜	+ ˜	1	ka˜da	Dhimal East
^ph	ph	1	phul	Dhimal East
⍰s$	⍰s	1	l⍰sun	Dhimal East
^bh	bh	1	bhadbogon	Dhimal East
ei$	ei	1	keitsan	Dhimal East
ṭʰ	+ ṭʰ	1	meṭʰoŋ	Dhimal West
uĩ$	uĩ	1	Puĩhjã	Dhimal East
tʰ$	tʰ	1	atʰar	Dhimal West
aye	aye	1	mayelka	Dhimal East
^dzh	dzh	1	dzhaka	Dhimal East
^tz	tz	1	tzenta	Dhimal East
^mh	mh	1	mhinka	Dhimal East
tt	+ tt	1	gottaŋ	Dhimal West
ʔh$	ʔh	1	oʔhi	Dhimal East
ll	+ ll	1	higilli	Dhimal East
sj	s j	1	m i s j ã	
ŋg	ŋ g	5	a ŋ g u l i//a ŋ g u l i	
mr	m r	1	ts a m r a	
ŋd	ŋ d	1	k o ŋ d a ŋ	
sl	s l	1	t i s l a	
rt	r t	1	m a r t o l	
rd	r d	1	k o r d a	
nd	n d	5	b i n d u//b i n d u	
ŋth	ŋ th	1	⍰ ŋ th i ŋ	
dl	d l	1	b a d l e	
lk	l k	4	ts i l k a ts i l k a//ts i l k a ts i l k a	
mk	m k	5	B i j u l i + ts ⍰ m k i l i//r e m k a	
ndr	n d r	1	i n d r e n i	
rm	r m	2	bʰ e r m a//bʰ e r m a	
ntʰ	n tʰ	1	a n tʰ ui	
nth	n th	2	u n th u r//k o n th o k a	
^dʰw	^ dʰ w	2	dʰ w ã//dʰ w ã	
lpʰ	l pʰ	2	pʰ ə l pʰ u l//pʰ ə l pʰ u l	
mpʰ	m pʰ	2	j u m pʰ i//u m pʰ i	
ŋkʰ	ŋ kʰ	2	u ŋ kʰ u//u ŋ kʰ u	
rts	r ts	2	m a r ts i//m a r ts i	
ŋgʰ	ŋ gʰ	2	j u ŋ gʰ ai//j u ŋ gʰ ai	
ntsʰ	n tsʰ	1	m a n tsʰ a r	
lbʰ	l bʰ	1	g o l bʰ a n d a	
db	d b	1	bh a d b o g o n	
hj	h j	2	P u h j ã//P uĩ h j ã	
kr	k r	2	m a k r a//m a k r a	
^dj	^ d j	3	d j a ŋ//d j a	
md	m d	2	ts a m d i//ts a m d i	
lm	l m	1	d i l m a	
ndz	n dz	2	a n dz i//a n dz i	
mn	m n	2	dz u m n i//dz u m n i	
pt	p t	1	h ⍰ p t a	
rn	r n	2	p u r n a//p u r n a	
ŋk	ŋ k	6	ts u ŋ k a//s e ŋ k a	
rk	r k	4	t i r k a//t i r k a	
br	b r	2	d e b r e//d e b r e	
rp	r p	1	bʰ e r p a	
nt	n t	1	tz e n t a	
nk	n k	1	mh i n k a	
^kw	^ k w	2	k w a//k w a	
ʔk	ʔ k	1	e ʔ k u r i	
km	k m	2	s u k m i ŋ//s u k m i ŋ	
ŋtsʰ	ŋ tsʰ	1	h i ŋ tsʰ a	
st	s t	1	i s t u ŋ	
ʔl	ʔ l	8	c i ʔ l i//c i ʔ l i	
ml	m l	7	a m l i//a m l i	
lṭ	l ṭ	2	u l ṭ i l i//u l ṭ i l i	
ʔp	ʔ p	1	o ʔ p a l i	
ʔh	ʔh	1	o ʔh i	
ŋl	ŋ l	4	h i ŋ l i//h i ŋ l i	
bl	b l	1	j e b l ai	
