ID	DOCULECT	DATASET	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_ID	VALUE	FORM	TOKENS	PAGES
2843	Piple	Belhare	184.	to be hungry	to be hungry	usakluse	usakluse	u s a k l u s e	92
2844	Guthitar	Belhare	184.	to be hungry	to be hungry	sakluse	sakluse	s a k l u s e	92
2845	Rudra bari	Belhare	184.	to be hungry	to be hungry	asakluse	asakluse	a s a k l u s e	92
3862	Hadunge	Chamling	184.	to be hungry	to be hungry	sakama	sakama	s a k a m a	98
3863	Halesi	Chamling	184.	to be hungry	to be hungry	sakama	sakama	s a k a m a	98
3864	Ratanchha	Chamling	184.	to be hungry	to be hungry	sakama	sakama	s a k a m a	98
3865	Balamta	Chamling	184.	to be hungry	to be hungry	sakama	sakama	s a k a m a	98
3866	Aaptar	Chamling	184.	to be hungry	to be hungry	sakama	sakama	s a k a m a	98
4919	Chaudhari Tole	Chintang	184.	to be hungry	to be hungry	sɨŋsawaluŋʔse	sɨŋsawaluŋʔse	s ɨ ŋs a w a l u ŋ ʔs e	132
4920	Mulgaun	Chintang	184.	to be hungry	to be hungry	suŋsawaluʔse	suŋsawaluʔse	s u ŋs a w a l u ʔs e	132
4921	Nangchhuwa	Chintang	184.	to be hungry	to be hungry	sɨŋsawaluŋʔse	sɨŋsawaluŋʔse	s ɨ ŋs a w a l u ŋ ʔs e	132
4922	Mangthana	Chintang	184.	to be hungry	to be hungry	suŋsawaluʔse	suŋsawaluʔse	s u ŋs a w a l u ʔs e	132
4923	Chambak	Chintang	184.	to be hungry	to be hungry	sɨŋsawaluŋʔse	sɨŋsawaluŋʔse	s ɨ ŋs a w a l u ŋ ʔs e	132
5789	Barbhanjyang	Chulung	184.	to be hungry	to be hungry	sɨŋsaʔwa luma	sɨŋsaʔwa luma	s ɨ ŋs a ʔ w a + l u m a	120
5790	Gairi	Chulung	184.	to be hungry	to be hungry	sɨŋsawa luma	sɨŋsawa luma	s ɨ ŋs a w a + l u m a	120
5791	Pakha	Chulung	184.	to be hungry	to be hungry	sɨŋsaʔwa luma	sɨŋsaʔwa luma	s ɨ ŋs a ʔ w a + l u m a	120
5792	Pokla	Chulung	184.	to be hungry	to be hungry	sɨŋsaʔwa luma	sɨŋsaʔwa luma	s ɨ ŋs a ʔ w a + l u m a	120
5793	Suke-ahal	Chulung	184.	to be hungry	to be hungry	sɨŋsawa luma	sɨŋsawa luma	s ɨ ŋs a w a + l u m a	120
6392	Dhimal West	Dhimal	184.	to be hungry	to be hungry	mʰituli	mʰituli	mʰ i t u l i	97
6393	Dhimal East	Dhimal	184.	to be hungry	to be hungry	mʰutuhi	mʰutuhi	mʰ u t u h i	97
7364	Bartole	Dulung	184.	to be hungry	to be hungry	sagasiɂma	sagasiɂma	s a g a s i ɂ m a	93
7365	Dandatole	Dulung	184.	to be hungry	to be hungry	saganma	saganma	s a g a n m a	93
7366	Tharpu	Dulung	184.	to be hungry	to be hungry	saga	saga	s a g a	93
7367	Chaukibari	Dulung	184.	to be hungry	to be hungry	sagasima	sagasima	s a g a s i m a	93
7368	Bastim	Dulung	184.	to be hungry	to be hungry	sagasiɂmʌ	sagasiɂmʌ	s a g a s i ɂ m ʌ	93
8539	Mandre	Ghale-Gurung	184.	to be hungry	to be hungry	thinʌ	thinʌ	th i n ʌ	67
8540	Barpak1	Ghale-Gurung	184.	to be hungry	to be hungry	the	the	th e	67
8541	Brpak2 (Ghale)	Ghale-Gurung	184.	to be hungry	to be hungry	the	the	th e	67
8542	Laprak	Ghale-Gurung	184.	to be hungry	to be hungry	t̺hibʌ	t̺hibʌ	t̺h i b ʌ	67
8543	Gumda	Ghale-Gurung	184.	to be hungry	to be hungry	t̺hibʌ	t̺hibʌ	t̺h i b ʌ	67
9585	Sirubari	Gurung	184.	to be hungry	to be hungry	phokreba	phokreba	ph o k r e b a	79
9586	Pokhara	Gurung	184.	to be hungry	to be hungry	phõkreba	phõkreba	ph õ k r e b a	79
9587	Sikles	Gurung	184.	to be hungry	to be hungry	phʌkneba	phʌkneba	ph ʌ k n e b a	79
9588	Khasur	Gurung	184.	to be hungry	to be hungry	phõureba	phõureba	ph õu r e b a	79
9589	Bhujung	Gurung	184.	to be hungry	to be hungry	phõkreba	phõkreba	ph õ k r e b a	79
10621	Sikri	Jirel	184.	to be hungry	to be hungry	twabalasuŋ	twabalasuŋ	t w a b a l a s u ŋ	88
10622	Kharoban	Jirel	184.	to be hungry	to be hungry	twabala	twabala	t w a b a l a	88
10623	Chhetrapa	Jirel	184.	to be hungry	to be hungry	twaba /twabala	twaba	t w a b a	88
10624	Chhetrapa	Jirel	184.	to be hungry	to be hungry	twaba /twabala	twabala	t w a b a l a	88
10625	Yarsa	Jirel	184.	to be hungry	to be hungry	gam	gam	g a m	88
924	Santang	Athpahariya	185.	to drink	to drink	thuŋmu	thuŋmu	th u ŋ m u	104
925	Tekunala	Athpahariya	185.	to drink	to drink	thuŋmana	thuŋmana	th u ŋ m a n a	104
926	Guthitar	Athpahariya	185.	to drink	to drink	minduk	minduk	m i n d u k	104
927	Khalde	Athpahariya	185.	to drink	to drink	thuŋmana	thuŋmana	th u ŋ m a n a	104
928	Hatiya /Dhan kuta Bazaar	Athpahariya	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	104
1980	Khoku, Dhankuta	Bantawa	185.	to drink	to drink	ḍuŋma	ḍuŋma	ḍ u ŋ m a	145
1981	Lungin (Hatuwa)	Bantawa	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	145
1982	Thidingkha, (Amchok)	Bantawa	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	145
1983	Timma, Rimchim	Bantawa	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	145
1984	Okhre, Khena	Bantawa	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	145
2846	Belhara	Belhare	185.	to drink	to drink	uŋma	uŋma	u ŋ m a	92
2847	Piple	Belhare	185.	to drink	to drink	uŋu	uŋu	u ŋ u	92
2848	Guthitar	Belhare	185.	to drink	to drink	minduk	minduk	m i n d u k	92
2849	Rudra bari	Belhare	185.	to drink	to drink	uŋma	uŋma	u ŋ m a	92
3867	Hadunge	Chamling	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	98
3868	Halesi	Chamling	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	98
3869	Ratanchha	Chamling	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	98
3870	Balamta	Chamling	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	98
3871	Aaptar	Chamling	185.	to drink	to drink	duŋma	duŋma	d u ŋ m a	98
4924	Chaudhari Tole	Chintang	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	132
4925	Mulgaun	Chintang	185.	to drink	to drink	ṭhuŋma	ṭhuŋma	ṭh u ŋ m a	132
4926	Nangchhuwa	Chintang	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	132
4927	Mangthana	Chintang	185.	to drink	to drink	ṭhuŋma	ṭhuŋma	ṭh u ŋ m a	132
4928	Chambak	Chintang	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	132
5814	Barbhanjyang	Chulung	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	120
5815	Gairi	Chulung	185.	to drink	to drink	hupma	hupma	h u p m a	120
5816	Pakha	Chulung	185.	to drink	to drink	hupma	hupma	h u p m a	120
5817	Pokla	Chulung	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	120
5818	Suke-ahal	Chulung	185.	to drink	to drink	thuŋma	thuŋma	th u ŋ m a	120
6394	Dhimal West	Dhimal	185.	to drink	to drink	amli	amli	a m l i	97
6395	Dhimal East	Dhimal	185.	to drink	to drink	amli	amli	a m l i	97
7369	Bartole	Dulung	185.	to drink	to drink	t̺uŋma̺	t̺uŋma̺	t̺ u ŋ m a̺	93
7370	Dandatole	Dulung	185.	to drink	to drink	tuŋma	tuŋma	t u ŋ m a	93
7371	Tharpu	Dulung	185.	to drink	to drink	t̺uŋma̺	t̺uŋma̺	t̺ u ŋ m a̺	93
7372	Chaukibari	Dulung	185.	to drink	to drink	t̺aŋma	t̺aŋma	t̺ a ŋ m a	93
7373	Bastim	Dulung	185.	to drink	to drink	t̺uŋmʌ	t̺uŋmʌ	t̺ u ŋ m ʌ	93
8544	Mandre	Ghale-Gurung	185.	to drink	to drink	thuŋ	thuŋ	th u ŋ	68
8545	Barpak1	Ghale-Gurung	185.	to drink	to drink	thuŋ	thuŋ	th u ŋ	68
8546	Brpak2 (Ghale)	Ghale-Gurung	185.	to drink	to drink	thunʌ	thunʌ	th u n ʌ	68
8547	Laprak	Ghale-Gurung	185.	to drink	to drink	thũbʌ	thũbʌ	th ũ b ʌ	68
8548	Gumda	Ghale-Gurung	185.	to drink	to drink	thʌŋbʌ	thʌŋbʌ	th ʌ ŋ b ʌ	68
9590	Sirubari	Gurung	185.	to drink	to drink	thũba	thũba	th ũ b a	79
9591	Pokhara	Gurung	185.	to drink	to drink	thũba	thũba	th ũ b a	79
9592	Sikles	Gurung	185.	to drink	to drink	thũba	thũba	th ũ b a	79
9593	Khasur	Gurung	185.	to drink	to drink	thũba	thũba	th ũ b a	79
9594	Bhujung	Gurung	185.	to drink	to drink	thuŋba	thuŋba	th u ŋ b a	79
10626	Sikri	Jirel	185.	to drink	to drink	thubap /thuŋtsja	thubap	th u b a p	88
10627	Sikri	Jirel	185.	to drink	to drink	thubap /thuŋtsja	thuŋtsja	th u ŋ ts j a	88
10628	Kharoban	Jirel	185.	to drink	to drink	thuŋala	thuŋala	th u ŋ a l a	88
10629	Chhetrapa	Jirel	185.	to drink	to drink	thuŋala /thumala	thuŋala	th u ŋ a l a	88
10630	Chhetrapa	Jirel	185.	to drink	to drink	thuŋala /thumala	thumala	th u m a l a	88
10631	Yarsa	Jirel	185.	to drink	to drink	thuŋ	thuŋ	th u ŋ	88
929	Santang	Athpahariya	186.	to be thirsty	to be thirsty	wepasiye	wepasiye	w e p a s iye	104
930	Tekunala	Athpahariya	186.	to be thirsty	to be thirsty	woema	woema	w oe m a	104
931	Guthitar	Athpahariya	186.	to be thirsty	to be thirsty	yetmaluse	yetmaluse	ye t m a l u s e	104
932	Khalde	Athpahariya	186.	to be thirsty	to be thirsty	weipma	weipma	w ei p m a	104
933	Hatiya /Dhan kuta Bazaar	Athpahariya	186.	to be thirsty	to be thirsty	wepma	wepma	w e p m a	104
1985	Khoku, Dhankuta	Bantawa	186.	to be thirsty	to be thirsty	Mitma sɨʔwaŋ	Mitma sɨʔwaŋ	M i t m a + s ɨ ʔ w a ŋ	145
1986	Lungin (Hatuwa)	Bantawa	186.	to be thirsty	to be thirsty	koŋraŋjaŋ	koŋraŋjaŋ	k o ŋ r a ŋ j a ŋ	145
1987	Thidingkha, (Amchok)	Bantawa	186.	to be thirsty	to be thirsty	wamitma	wamitma	w a m i t m a	145
1988	Timma, Rimchim	Bantawa	186.	to be thirsty	to be thirsty	waipma sɨma	waipma sɨma	w ai p m a + s ɨ m a	145
1989	Okhre, Khena	Bantawa	186.	to be thirsty	to be thirsty	watma sɨma	watma sɨma	w a t m a + s ɨ m a	145
2850	Belhara	Belhare	186.	to be thirsty	to be thirsty	waʔmaluma	waʔmaluma	w a ʔ m a l u m a	92
2851	Piple	Belhare	186.	to be thirsty	to be thirsty	woeheʔmaluse	woeheʔmaluse	w oe h e ʔ m a l u s e	92
2852	Guthitar	Belhare	186.	to be thirsty	to be thirsty	yetmaluse	yetmaluse	ye t m a l u s e	92
2853	Rudra bari	Belhare	186.	to be thirsty	to be thirsty	waʔmaluse	waʔmaluse	w a ʔ m a l u s e	92
3872	Hadunge	Chamling	186.	to be	to be thirsty	waima	waima	w ai m a	98
3873	Halesi	Chamling	186.	to be	to be thirsty	waima	waima	w ai m a	98
3874	Ratanchha	Chamling	186.	to be	to be thirsty	waima	waima	w ai m a	98
3875	Balamta	Chamling	186.	to be	to be thirsty	waima	waima	w ai m a	98
3876	Aaptar	Chamling	186.	to be	to be thirsty	waima	waima	w ai m a	98
4929	Chaudhari Tole	Chintang	186.	to be thirsty	to be thirsty	lammaluse	lammaluse	l a mm a l u s e	132
4930	Mulgaun	Chintang	186.	to be thirsty	to be thirsty	miʔmaiʔ pasjaŋse	miʔmaiʔ pasjaŋse	m i ʔ m ai ʔ + p a s j a ŋs e	132
4931	Nangchhuwa	Chintang	186.	to be thirsty	to be thirsty	sijaŋse	sijaŋse	s i j a ŋs e	132
4932	Mangthana	Chintang	186.	to be thirsty	to be thirsty	lammaluse	lammaluse	l a mm a l u s e	132
4933	Chambak	Chintang	186.	to be thirsty	to be thirsty	miʔmaiʔ pasjaŋse	miʔmaiʔ pasjaŋse	m i ʔ m ai ʔ + p a s j a ŋs e	132
5794	Barbhanjyang	Chulung	186.	to be thirsty	to be thirsty	waʔjema luma	waʔjema luma	w a ʔ j e m a + l u m a	120
5795	Gairi	Chulung	186.	to be thirsty	to be thirsty	waʔjema luma	waʔjema luma	w a ʔ j e m a + l u m a	120
5796	Pakha	Chulung	186.	to be thirsty	to be thirsty	waʔjema luma	waʔjema luma	w a ʔ j e m a + l u m a	120
5797	Pokla	Chulung	186.	to be thirsty	to be thirsty	waʔjema luma	waʔjema luma	w a ʔ j e m a + l u m a	120
5798	Suke-ahal	Chulung	186.	to be thirsty	to be thirsty	waʔma luma	waʔma luma	w a ʔ m a + l u m a	120
6396	Dhimal West	Dhimal	186.	to be thirsty	to be thirsty	tsi amli kiʔli	tsi amli kiʔli	ts i + a m l i + k i ʔ l i	97
6397	Dhimal East	Dhimal	186.	to be thirsty	to be thirsty	khiʔli	khiʔli	kh i ʔ l i	97
7374	Bartole	Dulung	186.	to be thirsty	to be thirsty	t̺uŋma̺	t̺uŋma̺	t̺ u ŋ m a̺	93
7375	Dandatole	Dulung	186.	to be thirsty	to be thirsty	tsɂmima̺	tsɂmima̺	ts ɂ m i m a̺	93
7376	Tharpu	Dulung	186.	to be thirsty	to be thirsty	miɂma	miɂma	m i ɂ m a	93
7377	Chaukibari	Dulung	186.	to be thirsty	to be thirsty	tsaumima	tsaumima	ts au m i m a	93
7378	Bastim	Dulung	186.	to be thirsty	to be thirsty	miṭɂmʌ	miṭɂmʌ	m i ṭ ɂ m ʌ	93
8549	Mandre	Ghale-Gurung	186.	to be thirsty	to be thirsty	phoje	phoje	ph o j e	68
8550	Barpak1	Ghale-Gurung	186.	to be thirsty	to be thirsty	kjuphwoje	kjuphwoje	k j u ph w o j e	68
8551	Brpak2 (Ghale)	Ghale-Gurung	186.	to be thirsty	to be thirsty	phe	phe	ph e	68
8552	Laprak	Ghale-Gurung	186.	to be thirsty	to be thirsty	kjuphel	kjuphel	k j u ph e l	68
8553	Gumda	Ghale-Gurung	186.	to be thirsty	to be thirsty	kjuphel	kjuphel	k j u ph e l	68
9595	Sirubari	Gurung	186.	to be thirsty	to be thirsty	piba	piba	p i b a	79
9596	Pokhara	Gurung	186.	to be thirsty	to be thirsty	piba	piba	p i b a	79
9597	Sikles	Gurung	186.	to be thirsty	to be thirsty	piba	piba	p i b a	79
9598	Khasur	Gurung	186.	to be thirsty	to be thirsty	kjubisi	kjubisi	k j u b i s i	79
9599	Bhujung	Gurung	186.	to be thirsty	to be thirsty	phiba	phiba	ph i b a	79
10632	Sikri	Jirel	186.	to be thirsty	to be thirsty	kombalasuŋ / kombalatsja	kombalasuŋ	k o m b a l a s u ŋ	88
10633	Sikri	Jirel	186.	to be thirsty	to be thirsty	kombalasuŋ / kombalatsja	kombalatsja	k o m b a l a ts j a	88
10634	Kharoban	Jirel	186.	to be thirsty	to be thirsty	komba/ laŋala	komba	k o m b a	88
10635	Kharoban	Jirel	186.	to be thirsty	to be thirsty	komba/ laŋala	laŋala	l a ŋ a l a	88
10636	Chhetrapa	Jirel	186.	to be thirsty	to be thirsty	komba laŋala	komba laŋala	k o m b a + l a ŋ a l a	88
10637	Yarsa	Jirel	186.	to be thirsty	to be thirsty	kom	kom	k o m	88
934	Santang	Athpahariya	187.	to sleep	to sleep	imseyaŋ	imseyaŋ	i ms eya ŋ	104
935	Tekunala	Athpahariya	187.	to sleep	to sleep	immana	immana	i mm a n a	104
936	Guthitar	Athpahariya	187.	to sleep	to sleep	imma	imma	i mm a	104
937	Khalde	Athpahariya	187.	to sleep	to sleep	imma	imma	i mm a	104
938	Hatiya /Dhan kuta Bazaar	Athpahariya	187.	to sleep	to sleep	imma	imma	i mm a	104
1990	Khoku, Dhankuta	Bantawa	187.	to sleep	to sleep	imma	imma	i mm a	145
1991	Lungin (Hatuwa)	Bantawa	187.	to sleep	to sleep	imma	imma	i mm a	145
1992	Thidingkha, (Amchok)	Bantawa	187.	to sleep	to sleep	imma	imma	i mm a	145
1993	Timma, Rimchim	Bantawa	187.	to sleep	to sleep	imma	imma	i mm a	145
1994	Okhre, Khena	Bantawa	187.	to sleep	to sleep	imma	imma	i mm a	145
2854	Belhara	Belhare	187.	to sleep	to sleep	imma	imma	i mm a	92
2855	Piple	Belhare	187.	to sleep	to sleep	imsa	imsa	i ms a	92
2856	Guthitar	Belhare	187.	to sleep	to sleep	imma	imma	i mm a	92
2857	Rudra bari	Belhare	187.	to sleep	to sleep	imseŋa	imseŋa	i ms e ŋ a	92
3877	Hadunge	Chamling	187.	to sleep	to sleep	imma	imma	i mm a	99
3878	Halesi	Chamling	187.	to sleep	to sleep	imma	imma	i mm a	99
3879	Ratanchha	Chamling	187.	to sleep	to sleep	imma	imma	i mm a	99
3880	Balamta	Chamling	187.	to sleep	to sleep	imma	imma	i mm a	99
3881	Aaptar	Chamling	187.	to sleep	to sleep	imma	imma	i mm a	99
4934	Chaudhari Tole	Chintang	187.	to sleep	to sleep	imma	imma	i mm a	132
4935	Mulgaun	Chintang	187.	to sleep	to sleep	imma	imma	i mm a	132
4936	Nangchhuwa	Chintang	187.	to sleep	to sleep	imma	imma	i mm a	132
4937	Mangthana	Chintang	187.	to sleep	to sleep	imma	imma	i mm a	132
4938	Chambak	Chintang	187.	to sleep	to sleep	imma	imma	i mm a	132
5869	Barbhanjyang	Chulung	187.	to sleep	to sleep	pimma	pimma	p i mm a	121
5870	Gairi	Chulung	187.	to sleep	to sleep	pimma	pimma	p i mm a	121
5871	Pakha	Chulung	187.	to sleep	to sleep	pimma	pimma	p i mm a	121
5872	Pokla	Chulung	187.	to sleep	to sleep	pimma	pimma	p i mm a	121
5873	Suke-ahal	Chulung	187.	to sleep	to sleep	pimma	pimma	p i mm a	121
6398	Dhimal West	Dhimal	187.	to sleep	to sleep	dzimli	dzimli	dz i m l i	97
6399	Dhimal East	Dhimal	187.	to sleep	to sleep	dzimli	dzimli	dz i m l i	97
7379	Bartole	Dulung	187.	to sleep	to sleep	imam	imam	i m a m	93
7380	Dandatole	Dulung	187.	to sleep	to sleep	imma	imma	i mm a	93
7381	Tharpu	Dulung	187.	to sleep	to sleep	imma	imma	i mm a	93
7382	Chaukibari	Dulung	187.	to sleep	to sleep	imma	imma	i mm a	93
7383	Bastim	Dulung	187.	to sleep	to sleep	immʌ	immʌ	i mm ʌ	93
8554	Mandre	Ghale-Gurung	187.	to sleep	to sleep	ŋumʌ	ŋumʌ	ŋ u m ʌ	68
8555	Barpak1	Ghale-Gurung	187.	to sleep	to sleep	njumʌ	njumʌ	n j u m ʌ	68
8556	Brpak2 (Ghale)	Ghale-Gurung	187.	to sleep	to sleep	ŋjumʌ	ŋjumʌ	ŋ j u m ʌ	68
8557	Laprak	Ghale-Gurung	187.	to sleep	to sleep	ŋjumʌ	ŋjumʌ	ŋ j u m ʌ	68
8558	Gumda	Ghale-Gurung	187.	to sleep	to sleep	ŋjum	ŋjum	ŋ j u m	68
9600	Sirubari	Gurung	187.	to sleep	to sleep	roba	roba	r o b a	79
9601	Pokhara	Gurung	187.	to sleep	to sleep	roba	roba	r o b a	79
9602	Sikles	Gurung	187.	to sleep	to sleep	roba	roba	r o b a	79
9603	Khasur	Gurung	187.	to sleep	to sleep	roḍiba	roḍiba	r o ḍ i b a	79
9604	Bhujung	Gurung	187.	to sleep	to sleep	roba	roba	r o b a	79
10638	Sikri	Jirel	187.	to sleep	to sleep	ŋjalap / ŋjaltsja	ŋjalap	ŋ j a l a p	89
10639	Sikri	Jirel	187.	to sleep	to sleep	ŋjalap / ŋjaltsja	ŋjaltsja	ŋ j a l ts j a	89
10640	Kharoban	Jirel	187.	to sleep	to sleep	ŋjalala	ŋjalala	ŋ j a l a l a	89
10641	Chhetrapa	Jirel	187.	to sleep	to sleep	ŋjalala/ ŋjalala	ŋjalala	ŋ j a l a l a	89
10642	Chhetrapa	Jirel	187.	to sleep	to sleep	ŋjalala/ ŋjalala	ŋjalala	ŋ j a l a l a	89
10643	Yarsa	Jirel	187.	to sleep	to sleep	ŋja	ŋja	ŋ j a	89
939	Santang	Athpahariya	188.	to lie	to lie	imsyak	imsyak	i ms ya k	104
940	Tekunala	Athpahariya	188.	to lie	to lie	lemsu	lemsu	l e ms u	104
941	Guthitar	Athpahariya	188.	to lie	to lie	lemsa	lemsa	l e ms a	104
942	Khalde	Athpahariya	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	104
943	Hatiya /Dhan kuta Bazaar	Athpahariya	188.	to lie	to lie	imsai	imsai	i ms ai	104
1995	Khoku, Dhankuta	Bantawa	188.	to lie down	to lie	ḍɨmancin	ḍɨmancin	ḍ ɨ m a n c i n	146
1996	Lungin (Hatuwa)	Bantawa	188.	to lie down	to lie	limma	limma	l i mm a	146
1997	Thidingkha, (Amchok)	Bantawa	188.	to lie down	to lie	limmancin	limmancin	l i mm a n c i n	146
1998	Timma, Rimchim	Bantawa	188.	to lie down	to lie	imma	imma	i mm a	146
1999	Okhre, Khena	Bantawa	188.	to lie down	to lie	imma	imma	i mm a	146
2858	Belhara	Belhare	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	92
2859	Piple	Belhare	188.	to lie	to lie	leŋsa	leŋsa	l e ŋs a	92
2860	Guthitar	Belhare	188.	to lie	to lie	lemsa	lemsa	l e ms a	92
2861	Rudra bari	Belhare	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	92
3882	Hadunge	Chamling	188.	to lie	to lie	limma	limma	l i mm a	99
3883	Halesi	Chamling	188.	to lie	to lie	limma	limma	l i mm a	99
3884	Ratanchha	Chamling	188.	to lie	to lie	limma	limma	l i mm a	99
3885	Balamta	Chamling	188.	to lie	to lie	limma	limma	l i mm a	99
3886	Aaptar	Chamling	188.	to lie	to lie	limma	limma	l i mm a	99
4939	Chaudhari Tole	Chintang	188.	to lie down	to lie	leŋma	leŋma	l e ŋ m a	132
4940	Mulgaun	Chintang	188.	to lie down	to lie	leŋmaci	leŋmaci	l e ŋ m a c i	132
4941	Nangchhuwa	Chintang	188.	to lie down	to lie	leŋma	leŋma	l e ŋ m a	132
4942	Mangthana	Chintang	188.	to lie down	to lie	leŋmaci	leŋmaci	l e ŋ m a c i	132
4943	Chambak	Chintang	188.	to lie down	to lie	leŋma	leŋma	l e ŋ m a	132
5849	Barbhanjyang	Chulung	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	121
5850	Gairi	Chulung	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	121
5851	Pakha	Chulung	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	121
5852	Pokla	Chulung	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	121
5853	Suke-ahal	Chulung	188.	to lie	to lie	leŋma	leŋma	l e ŋ m a	121
6400	Dhimal West	Dhimal	188.	to lie	to lie	ulṭili	ulṭili	u l ṭ i l i	97
6401	Dhimal East	Dhimal	188.	to lie	to lie	ulṭili	ulṭili	u l ṭ i l i	97
7384	Bartole	Dulung	188.	to lie	to lie	limma	limma	l i mm a	93
7385	Dandatole	Dulung	188.	to lie	to lie	juŋma	juŋma	j u ŋ m a	93
7386	Tharpu	Dulung	188.	to lie	to lie	limma	limma	l i mm a	93
7387	Chaukibari	Dulung	188.	to lie	to lie	limma	limma	l i mm a	93
7388	Bastim	Dulung	188.	to lie	to lie	limmʌ	limmʌ	l i mm ʌ	93
8559	Mandre	Ghale-Gurung	188.	to lie	to lie	kjʌr	kjʌr	k j ʌ r	68
8560	Barpak1	Ghale-Gurung	188.	to lie	to lie	kenʌ	kenʌ	k e n ʌ	68
8561	Brpak2 (Ghale)	Ghale-Gurung	188.	to lie	to lie	kenʌ/genʌ	kenʌ	k e n ʌ	68
8562	Brpak2 (Ghale)	Ghale-Gurung	188.	to lie	to lie	kenʌ/genʌ	genʌ	g e n ʌ	68
8563	Laprak	Ghale-Gurung	188.	to lie	to lie	sjalkjubʌ/pʰoel	sjalkjubʌ	s j a l k j u b ʌ	68
8564	Laprak	Ghale-Gurung	188.	to lie	to lie	sjalkjubʌ/pʰoel	pʰoel	pʰ oe l	68
8565	Gumda	Ghale-Gurung	188.	to lie	to lie	phʌluŋ	phʌluŋ	ph ʌ l u ŋ	68
9605	Sirubari	Gurung	188.	to lie	to lie	pʌlṭiba	pʌlṭiba	p ʌ l ṭ i b a	79
9606	Pokhara	Gurung	188.	to lie	to lie	pliba	pliba	p l i b a	79
9607	Sikles	Gurung	188.	to lie	to lie	pliba	pliba	p l i b a	79
9608	Khasur	Gurung	188.	to lie	to lie	pliba	pliba	p l i b a	79
9609	Bhujung	Gurung	188.	to lie	to lie	pʌlṭeba	pʌlṭeba	p ʌ l ṭ e b a	79
10644	Sikri	Jirel	188.	to lie	to lie	rilap / riltsja	rilap	r i l a p	89
10645	Sikri	Jirel	188.	to lie	to lie	rilap / riltsja	riltsja	r i l ts j a	89
10646	Kharoban	Jirel	188.	to lie	to lie	ŋjalala	ŋjalala	ŋ j a l a l a	89
10647	Chhetrapa	Jirel	188.	to lie	to lie	rilala	rilala	r i l a l a	89
10648	Yarsa	Jirel	188.	to lie	to lie	ril	ril	r i l	89
944	Santang	Athpahariya	189.	to sit	to sit	yuŋma	yuŋma	yu ŋ m a	104
945	Tekunala	Athpahariya	189.	to sit	to sit	yuŋma	yuŋma	yu ŋ m a	104
946	Guthitar	Athpahariya	189.	to sit	to sit	yumak	yumak	yu m a k	104
947	Khalde	Athpahariya	189.	to sit	to sit	yuŋma	yuŋma	yu ŋ m a	104
948	Hatiya /Dhan kuta Bazaar	Athpahariya	189.	to sit	to sit	yuŋma	yuŋma	yu ŋ m a	104
2000	Khoku, Dhankuta	Bantawa	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	146
2001	Lungin (Hatuwa)	Bantawa	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	146
2002	Thidingkha, (Amchok)	Bantawa	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	146
2003	Timma, Rimchim	Bantawa	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	146
2004	Okhre, Khena	Bantawa	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	146
2862	Belhara	Belhare	189.	to sit	to sit	yuŋma	yuŋma	yu ŋ m a	92
2863	Piple	Belhare	189.	to sit	to sit	yuŋa	yuŋa	yu ŋ a	92
2864	Guthitar	Belhare	189.	to sit	to sit	yumak	yumak	yu m a k	92
2865	Rudra bari	Belhare	189.	to sit	to sit	uŋma	uŋma	u ŋ m a	92
3887	Hadunge	Chamling	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	99
3888	Halesi	Chamling	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	99
3889	Ratanchha	Chamling	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	99
3890	Balamta	Chamling	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	99
3891	Aaptar	Chamling	189.	to sit	to sit	juŋma	juŋma	j u ŋ m a	99
